task_id,project_id,assignee_id,description,priority,status,due_date
T06127,P2131,E03957,Wear continue buy difficult summer.,Medium,In Progress,2025-03-16
T06128,P1663,E09337,Order war activity take see great few.,Medium,In Progress,2025-08-26
T06129,P6380,E05303,For many Mrs adult large sometimes.,High,Blocked,2025-08-19
T06130,P8872,E00695,Those others song other.,Low,Blocked,2025-09-23
T06131,P8025,E00695,Large interest world sport around over.,Low,Blocked,2024-12-08
T06132,P5686,E00152,Today green trial together reality indicate.,Medium,In Progress,2024-09-26
T06133,P5653,E01045,Benefit section right from.,Low,Blocked,2025-05-05
T06134,P1367,E01338,Speech himself career those simply second people.,Medium,Completed,2025-07-20
T06135,P7801,E05426,Page note guess former tell affect.,Low,Blocked,2024-12-10
T06136,P9461,E06596,Head just create stage.,Low,Open,2024-11-29
T06137,P2505,E09938,Throughout his able hair.,Medium,Blocked,2025-03-22
T06138,P4617,E04187,Around watch buy story I catch whom.,Medium,Blocked,2024-11-17
T06139,P9507,E04492,Energy plant and some possible ground.,Medium,Completed,2024-10-09
T06140,P2656,E04997,Event can may call decide.,Medium,Completed,2025-09-09
T06141,P9435,E02161,Able own address skin.,Low,In Progress,2025-06-24
T06142,P0524,E03104,Cut economy your future father.,Medium,In Progress,2025-06-12
T06143,P3204,E03533,Order all whom president name last store.,High,Open,2025-08-11
T06144,P5475,E02298,Pressure field best section machine religious treatment other.,Low,Completed,2024-12-29
T06145,P7503,E06961,Seek civil long.,High,Open,2025-07-27
T06146,P4071,E09846,Expect language party follow always million.,Low,In Progress,2025-07-18
T06147,P4248,E02119,Do treat each establish various.,Low,Blocked,2025-09-19
T06148,P6484,E07132,Court safe building.,High,Open,2024-11-17
T06149,P8106,E09979,To claim pick.,Low,Completed,2025-02-12
T06150,P1842,E09154,Floor size yourself bed.,Low,Blocked,2024-12-30
T06151,P5648,E06816,Left population remember position buy meet into.,Low,Blocked,2025-01-23
T06152,P9304,E06446,Stand really past turn send technology us.,Low,Completed,2024-11-06
T06153,P4236,E02178,Special sport expert live color senior high.,Low,Open,2025-02-23
T06154,P9195,E03770,Space appear tonight light.,High,Open,2025-04-10
T06155,P4623,E06984,President Republican poor even.,Low,Blocked,2024-11-20
T06156,P6556,E07379,Poor either away feel administration PM team.,Low,Completed,2025-01-03
T06157,P6148,E01576,Decision certainly care assume his indeed.,Low,Blocked,2024-10-22
T06158,P1927,E03174,Board soon cultural out stay.,Medium,In Progress,2025-04-28
T06159,P2089,E01328,Leader show sea third southern.,Low,Blocked,2025-08-30
T06160,P5547,E06788,Late person reality body car style.,Medium,Blocked,2024-11-04
T06161,P7564,E05165,Low stock government everyone.,High,Completed,2025-04-25
T06162,P6293,E02911,Number land wish career far region.,High,Completed,2025-01-22
T06163,P3913,E02095,Item mention level suffer her.,Medium,In Progress,2025-04-29
T06164,P5193,E01208,Rest message agree white room himself.,Low,Completed,2024-12-03
T06165,P1415,E07405,Face education quickly plant.,High,Blocked,2024-10-06
T06166,P2759,E03890,Us sense two according less forget.,Low,Blocked,2025-02-11
T06167,P5870,E08356,Bill people civil leave north.,Medium,Open,2025-08-27
T06168,P1408,E05933,Seek collection someone right.,Medium,In Progress,2025-04-08
T06169,P5529,E06395,Affect soon check forward bring.,Medium,Completed,2024-12-18
T06170,P6511,E01492,Leader see physical large collection collection able until.,High,Open,2024-11-02
T06171,P9924,E00241,By cost company agreement billion.,High,In Progress,2025-07-04
T06172,P1854,E00581,Whom third reality claim memory catch.,Medium,Completed,2024-10-27
T06173,P6850,E00180,She item woman box shake visit eat whatever.,High,Completed,2025-09-21
T06174,P4297,E04280,We know affect catch even.,High,Completed,2024-10-08
T06175,P3916,E06424,Visit right down prevent some believe.,High,Completed,2025-04-27
T06176,P9733,E06434,Work show head rate court open statement.,Low,In Progress,2025-06-05
T06177,P8900,E09246,Give want matter only season.,Medium,Open,2024-11-02
T06178,P4528,E03920,Forget wife individual style cultural.,Medium,Completed,2025-09-21
T06179,P8502,E00472,Summer throughout have film certainly its act.,High,Blocked,2025-08-04
T06180,P2602,E05211,Ready great class try.,Medium,Completed,2025-06-19
T06181,P0610,E09079,Face scene president modern.,Medium,Completed,2025-06-22
T06182,P8453,E06980,Here service soldier full air low.,Low,Blocked,2025-03-19
T06183,P4941,E09618,Almost real may have high allow.,Low,Blocked,2025-05-26
T06184,P9449,E00691,Animal writer always city himself during.,High,Completed,2025-02-24
T06185,P5889,E08112,Miss source trial.,High,Blocked,2024-10-24
T06186,P0971,E07979,Citizen wish senior stand feeling film task one.,Medium,Completed,2024-10-04
T06187,P7333,E09617,Side choice mention plant.,High,Open,2024-11-08
T06188,P9149,E05472,National how middle staff management goal suddenly middle.,Low,In Progress,2024-09-26
T06189,P1798,E09882,Choice never marriage blood per police level compare.,High,In Progress,2024-12-05
T06190,P6290,E07320,Democrat summer also however parent management.,Low,Blocked,2024-12-13
T06191,P1286,E08902,Impact do stuff performance wife for check.,Low,Blocked,2025-04-07
T06192,P3507,E00313,Make middle should half.,Medium,Blocked,2025-03-30
T06193,P1087,E02340,Population fish dog modern arm manage.,Medium,Open,2025-06-30
T06194,P3449,E00736,Rather among thing rather it.,Medium,Blocked,2025-04-17
T06195,P9620,E03246,Floor there expect follow simply meeting evidence.,Low,Blocked,2025-06-13
T06196,P7505,E06707,Onto fund throw base red give suffer.,High,Blocked,2025-07-16
T06197,P4267,E08256,Mr audience pass mouth lose wife.,High,In Progress,2025-04-18
T06198,P2665,E08494,Teacher office edge food create avoid same.,Medium,Blocked,2025-06-18
T06199,P1810,E05423,Stock room home really.,Low,Blocked,2025-02-04
T06200,P2122,E04102,Space either standard cause use put.,High,Completed,2025-02-22
T06201,P4592,E06806,Including guy admit.,Low,Open,2025-01-16
T06202,P1886,E03570,Recognize nor business southern million once street knowledge.,Low,Open,2025-01-16
T06203,P5313,E04308,Maintain vote appear treatment.,Low,Open,2025-08-15
T06204,P3765,E06043,Report set continue southern.,High,Completed,2024-12-11
T06205,P3689,E00839,Population institution marriage region.,High,In Progress,2024-12-16
T06206,P9465,E06140,Hear organization experience half above.,High,Completed,2025-09-04
T06207,P8704,E03147,This simply happy that culture level.,Low,In Progress,2024-11-29
T06208,P7389,E03124,Stand again until international.,Medium,Open,2025-09-24
T06209,P2833,E05124,Board establish begin police name free.,High,Blocked,2025-04-27
T06210,P2966,E03393,System wife policy imagine.,Low,In Progress,2025-01-09
T06211,P7142,E06787,Picture high difference.,High,Open,2024-10-20
T06212,P1095,E01352,Yet east technology benefit military image.,Medium,Completed,2025-06-01
T06213,P6396,E09528,Surface end house add manager theory later.,Low,In Progress,2025-04-14
T06214,P5957,E05237,Nature development order give customer story more cultural.,Medium,In Progress,2025-03-31
T06215,P4637,E09827,Collection teacher business wait measure board growth.,High,Completed,2025-03-15
T06216,P6629,E04519,Soon offer despite road strategy cold teacher here.,High,In Progress,2024-11-28
T06217,P5659,E05963,Later rich this building realize campaign leader interview.,Medium,Open,2025-01-13
T06218,P5108,E01273,Artist senior main see nor.,Low,Completed,2025-07-25
T06219,P8740,E02541,Impact consider beyond teach defense trouble table.,Medium,Blocked,2025-02-14
T06220,P1106,E06201,We kind material various goal fly stand.,Low,Open,2024-11-19
T06221,P4791,E03368,Sound say picture capital.,Medium,Completed,2025-08-23
T06222,P6453,E04607,Knowledge scene seven painting head.,Low,Open,2025-01-12
T06223,P9427,E00522,Class doctor particular teacher employee public affect.,Low,Completed,2024-11-25
T06224,P2521,E01787,Development source begin account just experience make.,High,In Progress,2024-12-16
T06225,P7316,E00434,Personal power air attention ten lose expect candidate.,Low,Completed,2025-04-25
T06226,P9066,E05524,Shoulder property get local main skin produce.,High,Completed,2025-04-14
T06227,P5274,E07697,Condition require visit street mean.,Medium,Completed,2024-11-09
T06228,P6517,E03504,Fund paper agency ready.,Low,Blocked,2025-02-13
T06229,P4522,E06541,Conference close foot of send box key culture.,High,Completed,2025-07-07
T06230,P3636,E06475,Cell certainly movement whether half.,Medium,Blocked,2024-11-11
T06231,P2346,E06729,Pick within push business opportunity.,High,In Progress,2025-07-26
T06232,P7673,E09471,Stand what Republican visit member if actually.,Medium,In Progress,2024-12-19
T06233,P1808,E04737,Customer evening general bill hard can order.,Low,In Progress,2024-12-20
T06234,P4808,E04889,Power into hand.,Low,Open,2024-09-24
T06235,P1078,E07972,Few real us those require let somebody.,High,Completed,2025-08-18
T06236,P4508,E00415,Reason decision management.,Medium,Blocked,2025-05-12
T06237,P5487,E06026,Beyond rise know seat able large purpose.,High,Open,2025-08-22
T06238,P2418,E02824,Level throughout research identify feeling.,Low,Blocked,2025-02-18
T06239,P8798,E02952,Blood news chance note career statement.,High,Completed,2024-12-30
T06240,P9409,E04750,Former reach sing.,Medium,Open,2025-09-07
T06241,P6179,E09248,West speech morning culture resource.,Medium,In Progress,2025-02-25
T06242,P1859,E09253,World fill design have.,Low,Open,2025-01-08
T06243,P4533,E01147,Information year develop record.,High,In Progress,2025-04-28
T06244,P0187,E07400,Position rich director want suffer.,Low,Completed,2024-12-14
T06245,P0816,E02239,Star hundred reveal air.,High,Completed,2024-10-16
T06246,P3937,E05038,Issue show low.,Medium,Completed,2025-01-23
T06247,P7017,E05490,Agreement seek state deal to decide change call.,Medium,In Progress,2024-12-22
T06248,P9367,E07658,Industry per ball nation understand bring game could.,Low,Blocked,2024-10-22
T06249,P5057,E06443,Himself do term if energy democratic.,Low,Blocked,2024-10-14
T06250,P1916,E01122,Face later myself white improve very series.,High,In Progress,2025-03-06
T06251,P8895,E00067,Heavy red school environmental nearly player couple.,Medium,In Progress,2025-04-12
T06252,P2228,E00896,Opportunity commercial place reveal five manage court type.,High,Open,2025-03-11
T06253,P8979,E01030,Car soldier anything hospital his.,Medium,In Progress,2024-12-02
T06254,P0696,E01127,Effect woman bad.,Medium,Completed,2025-03-03
T06255,P1047,E05352,Thus enter boy become.,Medium,Blocked,2025-03-13
T06256,P5909,E05020,Value admit poor behind.,High,In Progress,2024-10-19
T06257,P0762,E08233,Particularly budget medical agreement.,Low,Blocked,2025-04-05
T06258,P7281,E02421,Bad food focus finally weight other wait.,Low,Blocked,2025-03-06
T06259,P7297,E00620,Performance cup American where focus western.,Medium,In Progress,2024-10-30
T06260,P3914,E09710,Always dark director nearly analysis make.,Medium,In Progress,2024-10-12
T06261,P2657,E03674,Ground race culture end sell soon memory.,Low,Open,2025-06-24
T06262,P6880,E04627,Want always point discuss add.,High,In Progress,2025-06-28
T06263,P6973,E02784,Half become class police picture example.,Medium,Completed,2025-03-08
T06264,P7292,E06180,Throw quite area such organization.,Low,Completed,2025-05-12
T06265,P0947,E06770,Within amount his son argue direction.,Medium,In Progress,2025-07-31
T06266,P2739,E02328,Out former start only fly finally exactly choice.,Low,Completed,2025-01-09
T06267,P8545,E07731,Position on box factor cost military nature.,High,Open,2025-07-30
T06268,P9889,E00745,Material close name learn.,High,Open,2025-07-22
T06269,P8245,E08157,Institution task news quickly past.,Low,Completed,2024-11-07
T06270,P6728,E08668,If whether result heavy land.,Low,Completed,2025-07-06
T06271,P1996,E08968,Different remain or how.,High,In Progress,2025-04-24
T06272,P2548,E02061,Usually away first ahead white exactly piece.,Medium,Completed,2025-07-04
T06273,P9834,E00868,Sit clear quickly early.,Medium,Blocked,2025-03-15
T06274,P7179,E00250,Respond both well investment.,Medium,Blocked,2025-03-07
T06275,P8092,E01647,Soon animal fish property.,Medium,In Progress,2024-10-06
T06276,P6769,E00331,Of girl water seem.,Low,Completed,2025-08-14
T06277,P7024,E09852,Major ability interview fast.,High,In Progress,2025-04-08
T06278,P2901,E06022,Cause never whatever building hope wish rich.,High,In Progress,2025-03-27
T06279,P4707,E00646,Situation best woman just.,High,Open,2025-08-30
T06280,P1494,E03520,Hard role after stuff sport.,Low,Blocked,2025-03-28
T06281,P8848,E06128,Play indicate character information customer foreign.,Low,Open,2025-03-28
T06282,P8279,E02605,Which up more together TV.,Low,Blocked,2025-02-11
T06283,P2064,E02769,After apply quality other police.,Medium,Blocked,2025-05-02
T06284,P2963,E09182,Into material likely attack himself.,Medium,Blocked,2025-07-01
T06285,P0416,E06385,Up example right worry station recent phone my.,High,Blocked,2025-03-03
T06286,P6409,E09847,Sense space far conference be use.,High,Blocked,2024-11-20
T06287,P8400,E04750,Right turn natural myself.,Medium,Blocked,2025-05-13
T06288,P4246,E06999,Guess market sea prevent trip direction realize economic.,Low,In Progress,2025-04-01
T06289,P8952,E08708,Go speech certainly society.,Medium,In Progress,2025-04-12
T06290,P8867,E09182,Will whatever radio white.,Low,In Progress,2025-08-22
T06291,P4740,E03755,Evidence kid above lawyer husband fund word.,High,Completed,2024-11-12
T06292,P9390,E07850,American cover watch example major clearly benefit air.,High,Completed,2025-03-14
T06293,P2194,E09972,Service daughter simply wide old statement everybody.,High,Completed,2025-03-23
T06294,P5825,E08568,Our lawyer culture measure doctor usually.,Low,In Progress,2025-03-31
T06295,P3132,E04236,Deep director from cultural make never possible.,High,Completed,2025-01-03
T06296,P2684,E02037,Matter member administration notice side.,Medium,Open,2025-05-21
T06297,P9859,E03265,Check suddenly system mean.,High,In Progress,2024-12-22
T06298,P5283,E06506,Father become fire pattern.,High,Blocked,2025-08-11
T06299,P7617,E00815,Store break baby history impact.,High,Completed,2025-07-11
T06300,P5173,E09893,According say job rate never person.,High,Open,2025-09-08
T06301,P4644,E01431,Avoid alone southern any.,High,Open,2025-06-28
T06302,P3370,E04746,You few work eight the responsibility.,Medium,Completed,2024-10-24
T06303,P6263,E01508,Full lose three late.,Low,Completed,2024-10-22
T06304,P4054,E01567,Dream inside work force relationship.,Medium,Open,2024-11-07
T06305,P8950,E07319,Else first grow national suddenly.,Low,Blocked,2025-03-09
T06306,P8156,E04677,Kid answer already contain many hope site wife.,High,Open,2025-09-21
T06307,P9169,E03088,Side man market picture.,Medium,In Progress,2024-10-05
T06308,P3822,E04409,Perform onto book information himself.,Low,Open,2024-11-12
T06309,P4049,E00485,Adult care wish lose cultural dinner.,High,Blocked,2025-08-22
T06310,P1485,E01377,Several forget ago share land audience.,Low,Open,2024-11-05
