campaign_id,type,target_audience,engagement_rate,date_sent
CM5590,Email,"C006, C007, C039, C075, C055",0.62,2025-09-12
CM5591,Email,"C054, C040, C040, C073, C042",0.24,2025-09-12
CM5592,Email,"C012, C068, C086, C067, C070",0.25,2025-09-12
CM5593,Push Notification,"C066, C040, C082, C075, C016",0.24,2025-09-12
CM5594,Email,"C015, C085, C048, C088, C041",0.43,2025-09-12
CM5595,Push Notification,"C040, C022, C053, C053, C086",0.2,2025-09-12
CM5596,Push Notification,"C085, C002, C049, C080, C019",0.35,2025-09-12
CM5597,SMS,"C066, C007, C075, C053, C084",0.7,2025-09-12
CM5598,SMS,"C003, C065, C028, C100, C100",0.18,2025-09-12
CM5599,Push Notification,"C079, C058, C029, C075, C065",0.7,2025-09-12
CM5600,Email,"C051, C092, C070, C035, C100",0.55,2025-09-12
CM5601,SMS,"C070, C041, C064, C023, C056",0.6,2025-09-12
CM5602,SMS,"C032, C056, C091, C096, C071",0.4,2025-09-12
CM5603,Push Notification,"C065, C053, C007, C005, C046",0.15,2025-09-12
CM5604,SMS,"C023, C048, C046, C096, C073",0.4,2025-09-12
CM5605,Email,"C032, C013, C027, C061, C098",0.28,2025-09-12
CM5606,Email,"C031, C031, C079, C073, C069",0.15,2025-09-12
CM5607,SMS,"C096, C011, C100, C016, C001",0.53,2025-09-12
CM5608,Push Notification,"C022, C078, C012, C047, C007",0.18,2025-09-12
CM5609,Push Notification,"C055, C074, C066, C067, C042",0.1,2025-09-12
CM5610,Email,"C039, C005, C059, C093, C060",0.25,2025-09-12
CM5611,SMS,"C035, C057, C067, C036, C031",0.09,2025-09-12
CM5612,Push Notification,"C002, C042, C012, C048, C050",0.29,2025-09-12
CM5613,Push Notification,"C076, C049, C036, C042, C037",0.13,2025-09-12
CM5614,Email,"C012, C098, C062, C003, C041",0.44,2025-09-12
CM5615,SMS,"C048, C006, C087, C021, C070",0.58,2025-09-12
CM5616,Push Notification,"C044, C074, C056, C049, C071",0.39,2025-09-12
CM5617,Push Notification,"C090, C008, C032, C080, C084",0.2,2025-09-12
CM5618,Push Notification,"C067, C055, C074, C049, C083",0.48,2025-09-12
CM5619,Email,"C070, C084, C071, C038, C083",0.17,2025-09-12
CM5620,SMS,"C081, C030, C043, C013, C009",0.38,2025-09-12
CM5621,Email,"C004, C072, C064, C036, C092",0.06,2025-09-12
CM5622,Push Notification,"C044, C075, C094, C082, C057",0.21,2025-09-12
CM5623,Email,"C086, C065, C036, C064, C066",0.1,2025-09-12
CM5624,Email,"C042, C038, C056, C026, C092",0.54,2025-09-12
CM5625,Email,"C072, C084, C046, C097, C051",0.08,2025-09-12
CM5626,Push Notification,"C015, C073, C100, C052, C008",0.38,2025-09-12
CM5627,Push Notification,"C029, C048, C037, C021, C047",0.54,2025-09-12
CM5628,SMS,"C085, C099, C079, C079, C042",0.34,2025-09-12
CM5629,Email,"C028, C092, C074, C009, C030",0.24,2025-09-12
CM5630,Push Notification,"C089, C026, C087, C075, C098",0.61,2025-09-12
CM5631,SMS,"C086, C086, C035, C093, C090",0.24,2025-09-12
CM5632,Push Notification,"C092, C098, C010, C030, C097",0.45,2025-09-12
CM5633,Email,"C016, C053, C052, C098, C073",0.48,2025-09-12
CM5634,Email,"C062, C048, C044, C098, C090",0.65,2025-09-12
CM5635,Email,"C030, C097, C033, C055, C064",0.57,2025-09-12
CM5636,Email,"C090, C066, C054, C001, C039",0.52,2025-09-12
CM5637,Email,"C049, C054, C033, C061, C043",0.62,2025-09-12
CM5638,Push Notification,"C055, C001, C090, C062, C071",0.36,2025-09-12
CM5639,SMS,"C040, C089, C061, C088, C096",0.35,2025-09-12
CM5640,Push Notification,"C033, C088, C097, C022, C064",0.13,2025-09-12
CM5641,SMS,"C050, C093, C053, C027, C035",0.08,2025-09-12
CM5642,Email,"C003, C006, C008, C080, C092",0.57,2025-09-12
CM5643,SMS,"C078, C015, C027, C065, C061",0.19,2025-09-12
CM5644,SMS,"C059, C051, C088, C062, C061",0.35,2025-09-12
CM5645,Email,"C006, C084, C014, C096, C100",0.5,2025-09-12
CM5646,SMS,"C095, C051, C059, C065, C036",0.22,2025-09-12
CM5647,SMS,"C064, C012, C048, C030, C020",0.67,2025-09-12
CM5648,Push Notification,"C045, C044, C032, C034, C008",0.19,2025-09-12
CM5649,Email,"C028, C031, C061, C083, C083",0.7,2025-09-12
CM5650,Email,"C072, C012, C026, C010, C005",0.43,2025-09-12
CM5651,Push Notification,"C027, C055, C010, C095, C022",0.37,2025-09-12
CM5652,Email,"C017, C008, C007, C056, C035",0.36,2025-09-12
CM5653,Email,"C012, C018, C074, C070, C053",0.28,2025-09-12
CM5654,Email,"C072, C080, C025, C063, C056",0.44,2025-09-12
CM5655,Email,"C029, C005, C016, C045, C091",0.21,2025-09-12
CM5656,Email,"C052, C011, C069, C005, C028",0.28,2025-09-12
CM5657,Push Notification,"C013, C014, C008, C032, C012",0.14,2025-09-12
CM5658,Push Notification,"C064, C034, C071, C027, C033",0.07,2025-09-12
CM5659,Email,"C034, C084, C022, C096, C020",0.69,2025-09-12
CM5660,SMS,"C096, C052, C041, C026, C097",0.34,2025-09-12
CM5661,Email,"C092, C047, C051, C093, C049",0.64,2025-09-12
CM5662,Push Notification,"C025, C015, C099, C008, C024",0.3,2025-09-12
CM5663,Email,"C093, C085, C060, C041, C028",0.09,2025-09-12
CM5664,Email,"C079, C065, C061, C035, C017",0.12,2025-09-12
CM5665,Push Notification,"C028, C054, C092, C017, C044",0.48,2025-09-12
CM5666,Push Notification,"C040, C036, C029, C002, C061",0.35,2025-09-12
CM5667,SMS,"C041, C036, C042, C050, C036",0.07,2025-09-12
CM5668,SMS,"C044, C035, C045, C053, C070",0.64,2025-09-12
CM5669,Email,"C090, C055, C016, C021, C004",0.37,2025-09-12
CM5670,Email,"C095, C085, C096, C097, C002",0.34,2025-09-12
CM5671,Email,"C024, C097, C036, C064, C012",0.39,2025-09-12
CM5672,Email,"C064, C066, C026, C019, C061",0.37,2025-09-12
CM5673,Email,"C072, C057, C096, C050, C069",0.46,2025-09-12
CM5674,SMS,"C039, C001, C078, C093, C047",0.54,2025-09-12
CM5675,Push Notification,"C052, C035, C038, C099, C026",0.1,2025-09-12
CM5676,Email,"C094, C036, C051, C100, C086",0.27,2025-09-12
CM5677,Email,"C006, C079, C033, C075, C031",0.16,2025-09-12
CM5678,Email,"C083, C081, C041, C023, C098",0.67,2025-09-12
CM5679,Push Notification,"C056, C044, C017, C089, C094",0.26,2025-09-12
CM5680,SMS,"C098, C033, C031, C080, C042",0.09,2025-09-12
CM5681,Email,"C019, C045, C071, C006, C005",0.16,2025-09-12
CM5682,SMS,"C024, C033, C046, C073, C036",0.46,2025-09-12
CM5683,Push Notification,"C096, C052, C015, C028, C050",0.32,2025-09-12
CM5684,Email,"C004, C095, C100, C085, C016",0.28,2025-09-12
CM5685,Push Notification,"C015, C047, C097, C050, C007",0.32,2025-09-12
CM5686,Push Notification,"C034, C007, C022, C018, C030",0.62,2025-09-12
CM5687,Push Notification,"C006, C003, C033, C012, C040",0.17,2025-09-12
CM5688,SMS,"C098, C003, C059, C043, C057",0.27,2025-09-12
CM5689,SMS,"C075, C026, C099, C067, C023",0.55,2025-09-12
CM5690,SMS,"C044, C055, C086, C088, C005",0.67,2025-09-12
CM5691,SMS,"C024, C059, C074, C085, C019",0.17,2025-09-12
CM5692,SMS,"C013, C096, C025, C056, C057",0.7,2025-09-12
CM5693,Email,"C035, C030, C008, C089, C041",0.62,2025-09-12
CM5694,Email,"C063, C051, C085, C031, C006",0.37,2025-09-12
CM5695,Push Notification,"C052, C093, C073, C049, C011",0.39,2025-09-12
CM5696,SMS,"C043, C074, C062, C048, C078",0.5,2025-09-12
CM5697,SMS,"C076, C056, C030, C019, C015",0.58,2025-09-12
CM5698,SMS,"C056, C013, C092, C039, C053",0.61,2025-09-12
CM5699,Push Notification,"C006, C021, C010, C043, C009",0.27,2025-09-12
CM5700,Push Notification,"C063, C066, C042, C005, C008",0.56,2025-09-12
CM5701,Push Notification,"C024, C040, C027, C077, C085",0.43,2025-09-12
CM5702,Email,"C070, C045, C085, C005, C029",0.08,2025-09-12
CM5703,SMS,"C037, C036, C061, C034, C030",0.68,2025-09-12
CM5704,SMS,"C053, C063, C080, C051, C047",0.32,2025-09-12
CM5705,Email,"C055, C022, C043, C037, C042",0.68,2025-09-12
CM5706,SMS,"C087, C038, C066, C083, C083",0.59,2025-09-12
CM5707,Email,"C087, C096, C036, C099, C064",0.43,2025-09-12
CM5708,Push Notification,"C031, C044, C045, C088, C077",0.08,2025-09-12
CM5709,Push Notification,"C060, C004, C072, C029, C033",0.3,2025-09-12
CM5710,Push Notification,"C070, C001, C082, C051, C053",0.41,2025-09-12
CM5711,Push Notification,"C022, C018, C096, C047, C049",0.35,2025-09-12
CM5712,Email,"C028, C047, C077, C055, C020",0.45,2025-09-12
CM5713,Push Notification,"C069, C097, C067, C056, C048",0.6,2025-09-12
CM5714,Email,"C026, C007, C038, C065, C076",0.26,2025-09-12
CM5715,Email,"C023, C081, C088, C044, C017",0.68,2025-09-12
CM5716,Email,"C011, C016, C002, C010, C048",0.45,2025-09-12
CM5717,SMS,"C002, C033, C054, C043, C079",0.64,2025-09-12
CM5718,Push Notification,"C037, C051, C070, C065, C007",0.59,2025-09-12
CM5719,SMS,"C100, C015, C095, C069, C077",0.42,2025-09-12
CM5720,Push Notification,"C028, C028, C011, C060, C023",0.55,2025-09-12
CM5721,Push Notification,"C082, C087, C037, C041, C058",0.42,2025-09-12
CM5722,Push Notification,"C024, C100, C052, C008, C083",0.27,2025-09-12
CM5723,Push Notification,"C053, C071, C030, C084, C029",0.44,2025-09-12
CM5724,SMS,"C054, C075, C035, C008, C006",0.28,2025-09-12
CM5725,Push Notification,"C012, C028, C050, C054, C067",0.2,2025-09-12
CM5726,Push Notification,"C005, C096, C091, C014, C100",0.09,2025-09-12
CM5727,Email,"C098, C100, C025, C040, C027",0.69,2025-09-12
CM5728,Email,"C045, C008, C011, C061, C093",0.38,2025-09-12
CM5729,Push Notification,"C034, C072, C022, C037, C015",0.38,2025-09-12
CM5730,Email,"C063, C094, C074, C007, C072",0.49,2025-09-12
CM5731,Push Notification,"C021, C033, C033, C071, C032",0.43,2025-09-12
CM5732,SMS,"C034, C056, C057, C100, C021",0.12,2025-09-12
CM5733,Email,"C060, C025, C082, C079, C079",0.43,2025-09-12
CM5734,Push Notification,"C057, C089, C037, C009, C074",0.44,2025-09-12
CM5735,SMS,"C063, C019, C002, C041, C048",0.62,2025-09-12
CM5736,Email,"C022, C060, C020, C036, C079",0.56,2025-09-12
CM5737,Push Notification,"C059, C019, C042, C021, C075",0.32,2025-09-12
CM5738,Push Notification,"C024, C050, C090, C086, C092",0.58,2025-09-12
CM5739,Email,"C085, C042, C040, C070, C099",0.63,2025-09-12
CM5740,Email,"C008, C063, C084, C026, C023",0.4,2025-09-12
CM5741,Email,"C034, C003, C044, C049, C050",0.34,2025-09-12
CM5742,Push Notification,"C061, C004, C054, C100, C057",0.15,2025-09-12
CM5743,Email,"C097, C035, C038, C096, C044",0.64,2025-09-12
CM5744,SMS,"C008, C080, C018, C061, C012",0.1,2025-09-12
CM5745,Email,"C078, C039, C050, C044, C071",0.64,2025-09-12
CM5746,SMS,"C038, C014, C093, C012, C005",0.53,2025-09-12
CM5747,Push Notification,"C020, C047, C027, C089, C072",0.36,2025-09-12
CM5748,SMS,"C092, C075, C063, C034, C061",0.2,2025-09-12
CM5749,SMS,"C037, C028, C045, C054, C023",0.49,2025-09-12
CM5750,Push Notification,"C012, C072, C070, C053, C069",0.6,2025-09-12
CM5751,Push Notification,"C091, C021, C071, C096, C049",0.35,2025-09-12
CM5752,Push Notification,"C030, C063, C061, C064, C072",0.63,2025-09-12
CM5753,Email,"C019, C070, C068, C063, C025",0.15,2025-09-12
CM5754,Email,"C060, C007, C068, C010, C011",0.26,2025-09-12
CM5755,Email,"C037, C052, C073, C080, C014",0.69,2025-09-12
CM5756,SMS,"C027, C046, C008, C009, C062",0.48,2025-09-12
CM5757,Push Notification,"C098, C083, C036, C093, C042",0.51,2025-09-12
CM5758,Email,"C005, C033, C091, C067, C086",0.53,2025-09-12
CM5759,Email,"C044, C095, C038, C061, C071",0.39,2025-09-12
CM5760,Email,"C005, C009, C044, C042, C001",0.19,2025-09-12
CM5761,Push Notification,"C055, C043, C069, C014, C047",0.24,2025-09-12
CM5762,Email,"C049, C085, C031, C027, C040",0.2,2025-09-12
CM5763,Email,"C063, C081, C043, C086, C034",0.69,2025-09-12
CM5764,SMS,"C077, C091, C050, C053, C082",0.7,2025-09-12
CM5765,Push Notification,"C011, C036, C032, C031, C047",0.44,2025-09-12
CM5766,Email,"C045, C051, C067, C036, C072",0.34,2025-09-12
CM5767,Email,"C031, C005, C089, C046, C009",0.28,2025-09-12
CM5768,Push Notification,"C065, C008, C022, C095, C052",0.18,2025-09-12
CM5769,Email,"C049, C021, C003, C047, C081",0.28,2025-09-12
CM5770,Email,"C091, C026, C060, C093, C089",0.08,2025-09-12
CM5771,SMS,"C019, C002, C044, C040, C038",0.17,2025-09-12
CM5772,Email,"C023, C031, C091, C017, C047",0.15,2025-09-12
CM5773,Email,"C071, C034, C100, C084, C075",0.28,2025-09-12
CM5774,SMS,"C012, C021, C084, C040, C081",0.07,2025-09-12
CM5775,Push Notification,"C002, C086, C048, C098, C025",0.55,2025-09-12
CM5776,Email,"C057, C039, C053, C099, C055",0.38,2025-09-12
CM5777,Email,"C085, C048, C065, C032, C048",0.47,2025-09-12
CM5778,Push Notification,"C050, C012, C059, C083, C012",0.06,2025-09-12
CM5779,Email,"C098, C041, C081, C008, C034",0.14,2025-09-12
CM5780,SMS,"C040, C062, C017, C084, C086",0.5,2025-09-12
CM5781,Push Notification,"C032, C098, C068, C005, C057",0.12,2025-09-12
CM5782,Push Notification,"C054, C067, C089, C099, C078",0.14,2025-09-12
CM5783,Email,"C047, C017, C009, C041, C100",0.33,2025-09-12
CM5784,Push Notification,"C061, C035, C069, C067, C087",0.55,2025-09-12
CM5785,Email,"C046, C001, C081, C010, C008",0.47,2025-09-12
CM5786,SMS,"C095, C069, C035, C038, C082",0.6,2025-09-12
CM5787,SMS,"C073, C031, C089, C046, C057",0.13,2025-09-12
CM5788,Push Notification,"C020, C100, C100, C066, C019",0.35,2025-09-12
CM5789,Push Notification,"C052, C077, C036, C097, C010",0.5,2025-09-12
CM5790,Push Notification,"C059, C096, C039, C032, C084",0.4,2025-09-12
CM5791,Push Notification,"C052, C076, C013, C036, C095",0.61,2025-09-12
CM5792,Push Notification,"C022, C023, C018, C044, C022",0.53,2025-09-12
CM5793,Push Notification,"C053, C082, C057, C073, C093",0.46,2025-09-12
CM5794,Email,"C058, C024, C079, C016, C001",0.12,2025-09-12
CM5795,Push Notification,"C067, C051, C060, C087, C014",0.32,2025-09-12
CM5796,Email,"C012, C038, C013, C015, C073",0.09,2025-09-12
CM5797,Email,"C091, C075, C036, C011, C017",0.56,2025-09-12
CM5798,Push Notification,"C069, C007, C094, C073, C037",0.47,2025-09-12
CM5799,SMS,"C016, C041, C059, C024, C091",0.1,2025-09-12
CM5800,Email,"C093, C072, C080, C042, C042",0.56,2025-09-12
CM5801,SMS,"C089, C069, C017, C013, C069",0.65,2025-09-12
CM5802,Email,"C056, C036, C058, C050, C021",0.49,2025-09-12
CM5803,Push Notification,"C058, C063, C089, C069, C016",0.7,2025-09-12
CM5804,SMS,"C018, C009, C010, C043, C050",0.53,2025-09-12
CM5805,Push Notification,"C015, C055, C064, C070, C011",0.33,2025-09-12
CM5806,Push Notification,"C010, C057, C081, C098, C018",0.37,2025-09-12
CM5807,Push Notification,"C020, C002, C019, C064, C033",0.28,2025-09-12
CM5808,Email,"C073, C030, C022, C085, C090",0.53,2025-09-12
CM5809,Push Notification,"C052, C040, C005, C059, C031",0.21,2025-09-12
CM5810,SMS,"C012, C048, C094, C024, C089",0.47,2025-09-12
CM5811,SMS,"C087, C065, C006, C001, C028",0.37,2025-09-12
CM5812,SMS,"C037, C079, C090, C032, C043",0.11,2025-09-12
CM5813,SMS,"C086, C055, C054, C021, C002",0.27,2025-09-12
CM5814,SMS,"C006, C011, C061, C076, C058",0.6,2025-09-12
CM5815,SMS,"C065, C052, C041, C069, C060",0.37,2025-09-12
CM5816,Email,"C089, C088, C016, C057, C092",0.24,2025-09-12
CM5817,Email,"C049, C015, C047, C031, C058",0.38,2025-09-12
CM5818,Email,"C051, C069, C087, C008, C086",0.68,2025-09-12
CM5819,SMS,"C066, C100, C018, C070, C057",0.19,2025-09-12
CM5820,Email,"C090, C029, C078, C007, C035",0.67,2025-09-12
CM5821,SMS,"C078, C091, C046, C001, C082",0.54,2025-09-12
CM5822,Email,"C002, C083, C055, C085, C082",0.62,2025-09-12
CM5823,Email,"C060, C020, C022, C006, C057",0.28,2025-09-12
CM5824,Push Notification,"C034, C020, C014, C087, C038",0.24,2025-09-12
CM5825,Push Notification,"C021, C099, C051, C060, C030",0.56,2025-09-12
CM5826,Push Notification,"C071, C061, C073, C098, C007",0.32,2025-09-12
CM5827,Push Notification,"C028, C048, C100, C029, C003",0.43,2025-09-12
CM5828,SMS,"C042, C065, C050, C081, C041",0.69,2025-09-12
CM5829,SMS,"C029, C002, C013, C003, C054",0.63,2025-09-12
CM5830,SMS,"C030, C031, C016, C001, C053",0.35,2025-09-12
CM5831,Push Notification,"C051, C091, C035, C093, C065",0.22,2025-09-12
CM5832,SMS,"C053, C054, C027, C069, C061",0.68,2025-09-12
CM5833,Push Notification,"C050, C048, C050, C077, C050",0.65,2025-09-12
CM5834,Email,"C036, C093, C059, C060, C091",0.33,2025-09-12
CM5835,SMS,"C087, C004, C014, C087, C053",0.26,2025-09-12
CM5836,Email,"C007, C087, C003, C092, C085",0.1,2025-09-12
CM5837,Email,"C076, C066, C005, C100, C018",0.45,2025-09-12
CM5838,Push Notification,"C096, C100, C025, C026, C028",0.63,2025-09-12
CM5839,Push Notification,"C032, C007, C060, C015, C022",0.23,2025-09-12
CM5840,SMS,"C046, C083, C019, C088, C040",0.49,2025-09-12
CM5841,Push Notification,"C067, C031, C029, C054, C017",0.66,2025-09-12
CM5842,Push Notification,"C013, C009, C024, C083, C025",0.55,2025-09-12
CM5843,SMS,"C060, C076, C090, C064, C018",0.43,2025-09-12
CM5844,Email,"C056, C085, C076, C090, C089",0.15,2025-09-12
CM5845,SMS,"C059, C050, C016, C069, C079",0.51,2025-09-12
CM5846,Push Notification,"C067, C052, C093, C057, C074",0.53,2025-09-12
CM5847,Push Notification,"C027, C096, C051, C060, C066",0.3,2025-09-12
CM5848,Email,"C012, C050, C053, C042, C095",0.3,2025-09-12
CM5849,Push Notification,"C082, C036, C072, C037, C100",0.33,2025-09-12
CM5850,SMS,"C018, C001, C078, C081, C051",0.19,2025-09-12
CM5851,Push Notification,"C064, C002, C019, C018, C031",0.11,2025-09-12
CM5852,SMS,"C004, C005, C090, C024, C046",0.34,2025-09-12
CM5853,SMS,"C096, C100, C066, C014, C026",0.08,2025-09-12
CM5854,SMS,"C078, C014, C091, C062, C027",0.24,2025-09-12
CM5855,Push Notification,"C030, C083, C096, C073, C007",0.37,2025-09-12
CM5856,SMS,"C013, C036, C100, C078, C046",0.17,2025-09-12
CM5857,Email,"C082, C061, C023, C054, C009",0.42,2025-09-12
CM5858,Email,"C093, C061, C092, C004, C094",0.53,2025-09-12
CM5859,SMS,"C036, C008, C082, C089, C100",0.57,2025-09-12
CM5860,Push Notification,"C064, C011, C008, C045, C014",0.28,2025-09-12
CM5861,Email,"C051, C046, C093, C040, C057",0.35,2025-09-12
CM5862,SMS,"C023, C029, C077, C089, C062",0.22,2025-09-12
CM5863,Email,"C089, C085, C070, C043, C025",0.49,2025-09-12
CM5864,Email,"C023, C027, C038, C035, C024",0.16,2025-09-12
CM5865,SMS,"C090, C084, C074, C051, C042",0.32,2025-09-12
CM5866,Push Notification,"C042, C021, C091, C074, C004",0.33,2025-09-12
CM5867,Push Notification,"C060, C016, C094, C039, C034",0.44,2025-09-12
CM5868,Push Notification,"C052, C024, C094, C020, C055",0.44,2025-09-12
CM5869,SMS,"C004, C040, C094, C060, C053",0.54,2025-09-12
CM5870,Push Notification,"C095, C072, C069, C072, C071",0.16,2025-09-12
CM5871,Email,"C006, C028, C029, C078, C015",0.31,2025-09-12
CM5872,Push Notification,"C068, C002, C037, C046, C094",0.13,2025-09-12
CM5873,Push Notification,"C070, C051, C045, C022, C088",0.29,2025-09-12
CM5874,Push Notification,"C083, C100, C066, C020, C091",0.68,2025-09-12
CM5875,SMS,"C078, C010, C035, C038, C044",0.69,2025-09-12
CM5876,Push Notification,"C044, C024, C096, C067, C024",0.44,2025-09-12
CM5877,SMS,"C100, C100, C073, C039, C029",0.19,2025-09-12
CM5878,SMS,"C008, C043, C065, C051, C002",0.64,2025-09-12
CM5879,SMS,"C093, C069, C023, C095, C053",0.31,2025-09-12
CM5880,Email,"C002, C083, C028, C001, C046",0.14,2025-09-12
CM5881,SMS,"C088, C075, C073, C038, C043",0.18,2025-09-12
CM5882,Email,"C034, C048, C007, C088, C094",0.39,2025-09-12
CM5883,Email,"C021, C071, C072, C097, C092",0.47,2025-09-12
CM5884,Push Notification,"C044, C053, C014, C064, C001",0.24,2025-09-12
CM5885,Email,"C047, C083, C010, C030, C086",0.5,2025-09-12
CM5886,SMS,"C012, C057, C072, C027, C073",0.1,2025-09-12
CM5887,SMS,"C078, C069, C079, C020, C049",0.07,2025-09-12
CM5888,SMS,"C054, C049, C023, C087, C004",0.24,2025-09-12
CM5889,Email,"C005, C036, C010, C019, C008",0.43,2025-09-12
CM5890,SMS,"C047, C081, C079, C055, C040",0.32,2025-09-12
CM5891,SMS,"C016, C023, C030, C026, C082",0.66,2025-09-12
CM5892,SMS,"C005, C070, C091, C078, C079",0.31,2025-09-12
CM5893,Push Notification,"C052, C013, C011, C094, C011",0.22,2025-09-12
CM5894,Email,"C049, C052, C020, C066, C034",0.68,2025-09-12
CM5895,Push Notification,"C042, C005, C005, C026, C079",0.25,2025-09-12
CM5896,Push Notification,"C078, C050, C004, C002, C095",0.39,2025-09-12
CM5897,Push Notification,"C090, C085, C046, C084, C026",0.19,2025-09-12
CM5898,Push Notification,"C036, C029, C005, C042, C003",0.19,2025-09-12
CM5899,Push Notification,"C017, C001, C069, C010, C051",0.24,2025-09-12
CM5900,Email,"C055, C076, C025, C041, C068",0.28,2025-09-12
CM5901,Push Notification,"C034, C020, C060, C084, C022",0.58,2025-09-12
CM5902,Push Notification,"C033, C040, C036, C007, C031",0.29,2025-09-12
CM5903,Push Notification,"C031, C045, C019, C080, C080",0.3,2025-09-12
CM5904,SMS,"C094, C053, C078, C094, C055",0.1,2025-09-12
CM5905,Push Notification,"C044, C064, C003, C014, C023",0.33,2025-09-12
CM5906,SMS,"C008, C044, C003, C058, C001",0.54,2025-09-12
CM5907,Email,"C080, C026, C089, C075, C053",0.11,2025-09-12
CM5908,Email,"C074, C011, C060, C040, C048",0.33,2025-09-12
CM5909,Push Notification,"C098, C053, C044, C028, C024",0.37,2025-09-12
CM5910,SMS,"C072, C047, C049, C001, C031",0.26,2025-09-12
CM5911,Email,"C081, C036, C100, C070, C092",0.3,2025-09-12
CM5912,SMS,"C018, C024, C013, C042, C094",0.09,2025-09-12
CM5913,Email,"C028, C030, C003, C061, C084",0.05,2025-09-12
CM5914,SMS,"C053, C045, C097, C026, C099",0.63,2025-09-12
