asset_id,type,topic,engagement_score
M6314,Video,Network,0.14
M6315,Image,Offer,0.65
M6316,Video,Offer,0.08
M6317,Image,Customer Service,0.44
M6318,Video,Offer,0.98
M6319,Audio,Network,0.89
M6320,Video,Network,0.13
M6321,Image,Network,0.54
M6322,Video,Event,0.48
M6323,Image,Event,0.22
M6324,Audio,Customer Service,0.07
M6325,Image,Customer Service,0.98
M6326,Image,Event,0.48
M6327,Video,Customer Service,0.61
M6328,Audio,Event,0.83
M6329,Video,Offer,0.35
M6330,Video,Offer,0.34
M6331,Video,Offer,0.16
M6332,Image,Network,0.49
M6333,Image,Event,0.98
M6334,Audio,Customer Service,0.1
M6335,Image,Event,0.93
M6336,Image,Offer,0.5
M6337,Video,Network,0.44
M6338,Video,Offer,0.51
M6339,Video,Customer Service,0.42
M6340,Audio,Event,0.02
M6341,Audio,Customer Service,0.53
M6342,Image,Network,0.83
M6343,Image,Customer Service,0.58
M6344,Video,Network,0.14
M6345,Image,Event,0.78
M6346,Video,Event,0.68
M6347,Image,Event,0.64
M6348,Audio,Network,0.91
M6349,Image,Network,0.49
M6350,Image,Offer,0.84
M6351,Image,Customer Service,0.12
M6352,Audio,Network,0.32
M6353,Image,Offer,0.21
M6354,Video,Customer Service,0.16
M6355,Image,Offer,0.43
M6356,Image,Offer,0.23
M6357,Video,Customer Service,0.94
M6358,Audio,Event,0.12
M6359,Image,Event,0.18
M6360,Image,Event,0.22
M6361,Video,Customer Service,0.7
M6362,Audio,Event,0.91
M6363,Video,Event,0.04
M6364,Image,Offer,0.43
M6365,Video,Offer,0.93
M6366,Image,Event,0.03
M6367,Video,Offer,0.75
M6368,Image,Offer,0.89
M6369,Audio,Network,0.0
M6370,Video,Offer,0.22
M6371,Audio,Event,0.88
M6372,Video,Customer Service,0.25
M6373,Image,Network,0.05
M6374,Image,Offer,0.13
M6375,Video,Customer Service,0.74
M6376,Video,Customer Service,0.44
M6377,Video,Network,0.53
M6378,Video,Network,0.89
M6379,Image,Offer,0.11
M6380,Image,Offer,0.26
M6381,Audio,Customer Service,0.82
M6382,Audio,Event,0.36
M6383,Video,Network,0.07
M6384,Image,Offer,0.97
M6385,Video,Event,0.44
M6386,Audio,Offer,0.43
M6387,Audio,Event,0.83
M6388,Image,Offer,0.72
M6389,Image,Offer,0.36
M6390,Video,Event,0.47
M6391,Audio,Offer,0.35
M6392,Image,Network,0.88
M6393,Audio,Offer,0.9
M6394,Image,Network,0.37
M6395,Video,Customer Service,0.47
M6396,Audio,Event,0.1
M6397,Audio,Network,0.58
M6398,Audio,Offer,0.83
M6399,Video,Event,0.08
M6400,Audio,Customer Service,0.82
M6401,Audio,Customer Service,0.95
M6402,Video,Customer Service,0.74
M6403,Image,Customer Service,0.55
M6404,Image,Customer Service,0.45
M6405,Image,Customer Service,0.4
M6406,Audio,Customer Service,0.09
M6407,Video,Event,0.28
M6408,Video,Event,0.28
M6409,Video,Customer Service,0.85
M6410,Video,Offer,0.9
M6411,Video,Customer Service,0.19
M6412,Audio,Customer Service,0.06
M6413,Audio,Event,0.48
M6414,Image,Offer,0.59
M6415,Video,Event,0.34
M6416,Audio,Network,0.09
M6417,Audio,Event,0.53
M6418,Video,Network,0.55
M6419,Video,Offer,0.47
M6420,Audio,Network,0.28
M6421,Image,Customer Service,0.22
M6422,Audio,Event,0.51
M6423,Audio,Offer,0.94
M6424,Image,Offer,0.74
M6425,Audio,Event,0.56
M6426,Audio,Event,0.7
M6427,Audio,Network,0.47
M6428,Audio,Network,0.12
M6429,Video,Customer Service,0.62
M6430,Video,Customer Service,0.76
M6431,Audio,Network,0.83
M6432,Image,Offer,0.51
M6433,Audio,Customer Service,0.34
M6434,Video,Customer Service,0.72
M6435,Audio,Offer,0.96
M6436,Image,Customer Service,0.5
M6437,Audio,Customer Service,0.4
M6438,Audio,Network,0.97
M6439,Audio,Customer Service,0.24
M6440,Video,Event,0.3
M6441,Image,Event,0.73
M6442,Image,Network,0.82
M6443,Video,Event,0.33
M6444,Audio,Offer,0.64
M6445,Video,Network,0.9
M6446,Audio,Customer Service,0.76
M6447,Video,Network,0.75
M6448,Image,Event,0.21
M6449,Image,Customer Service,0.1
M6450,Video,Event,0.93
M6451,Image,Event,0.72
M6452,Image,Customer Service,0.97
M6453,Audio,Network,0.51
M6454,Audio,Offer,0.13
M6455,Image,Network,0.77
M6456,Audio,Event,0.74
M6457,Audio,Event,0.55
M6458,Video,Event,0.1
M6459,Audio,Offer,0.22
M6460,Image,Event,0.44
M6461,Video,Offer,0.98
M6462,Audio,Customer Service,0.04
M6463,Image,Event,0.74
M6464,Video,Offer,0.86
M6465,Video,Customer Service,0.02
M6466,Image,Event,0.83
M6467,Audio,Event,0.94
M6468,Audio,Event,0.32
M6469,Image,Network,0.63
M6470,Video,Customer Service,0.85
M6471,Video,Customer Service,0.4
M6472,Image,Offer,0.62
M6473,Audio,Customer Service,0.26
M6474,Video,Network,0.52
M6475,Audio,Event,0.55
M6476,Image,Network,0.05
M6477,Image,Customer Service,0.84
M6478,Image,Event,0.17
M6479,Audio,Customer Service,0.61
M6480,Image,Offer,0.71
M6481,Image,Network,0.79
M6482,Video,Network,0.53
M6483,Video,Event,0.73
M6484,Video,Network,0.77
M6485,Video,Event,0.43
M6486,Video,Network,0.27
M6487,Audio,Network,0.06
M6488,Audio,Event,0.6
M6489,Image,Event,0.54
M6490,Audio,Event,0.14
M6491,Audio,Offer,0.84
M6492,Audio,Customer Service,0.55
M6493,Image,Offer,0.19
M6494,Image,Customer Service,0.79
M6495,Image,Event,0.57
M6496,Audio,Event,0.94
M6497,Audio,Network,0.52
M6498,Image,Event,0.96
M6499,Audio,Offer,0.89
M6500,Image,Customer Service,0.0
M6501,Image,Customer Service,0.22
M6502,Video,Customer Service,0.68
M6503,Video,Customer Service,0.65
M6504,Audio,Network,0.91
M6505,Image,Network,0.18
M6506,Image,Network,0.12
M6507,Image,Event,0.6
M6508,Video,Network,0.48
M6509,Video,Offer,0.56
M6510,Image,Customer Service,0.04
M6511,Video,Event,0.86
M6512,Video,Event,0.12
M6513,Image,Offer,0.62
M6514,Video,Offer,0.46
M6515,Image,Network,0.61
M6516,Video,Customer Service,0.78
M6517,Audio,Event,0.62
M6518,Video,Customer Service,0.53
M6519,Video,Network,0.65
M6520,Video,Network,0.71
M6521,Video,Network,0.56
M6522,Image,Customer Service,0.13
M6523,Video,Offer,0.46
M6524,Audio,Offer,0.04
M6525,Video,Event,0.68
M6526,Image,Event,0.14
M6527,Video,Customer Service,0.86
M6528,Audio,Offer,0.92
M6529,Video,Customer Service,0.17
M6530,Audio,Offer,0.93
M6531,Image,Network,0.3
M6532,Audio,Event,0.89
M6533,Audio,Customer Service,0.7
M6534,Video,Customer Service,0.39
M6535,Video,Event,0.97
M6536,Audio,Event,0.59
M6537,Video,Event,0.57
M6538,Image,Offer,0.51
M6539,Audio,Event,0.55
M6540,Audio,Customer Service,0.86
M6541,Video,Customer Service,0.84
M6542,Image,Event,0.12
M6543,Video,Customer Service,0.16
M6544,Audio,Network,0.07
M6545,Video,Event,0.41
M6546,Image,Event,0.19
M6547,Image,Network,0.29
M6548,Image,Event,0.9
M6549,Video,Event,0.78
M6550,Audio,Network,0.39
M6551,Audio,Network,0.61
M6552,Audio,Event,0.99
M6553,Audio,Event,0.11
M6554,Video,Customer Service,0.97
M6555,Video,Offer,0.75
M6556,Video,Network,0.53
M6557,Audio,Network,0.01
M6558,Audio,Event,0.86
M6559,Video,Offer,0.24
M6560,Audio,Offer,0.29
M6561,Video,Customer Service,0.88
M6562,Image,Customer Service,0.65
M6563,Audio,Customer Service,0.52
M6564,Video,Offer,0.59
M6565,Image,Customer Service,0.31
M6566,Audio,Customer Service,0.29
M6567,Image,Customer Service,0.01
M6568,Image,Offer,0.24
M6569,Video,Network,0.43
M6570,Video,Offer,0.2
M6571,Image,Customer Service,0.35
M6572,Audio,Offer,0.14
M6573,Video,Offer,0.39
M6574,Video,Offer,0.91
M6575,Audio,Offer,0.05
M6576,Audio,Customer Service,0.02
M6577,Image,Network,0.43
M6578,Video,Offer,0.95
M6579,Audio,Customer Service,0.77
M6580,Image,Customer Service,0.94
M6581,Image,Customer Service,0.46
M6582,Video,Network,0.02
M6583,Video,Offer,0.63
M6584,Video,Offer,0.28
M6585,Video,Network,0.58
M6586,Audio,Customer Service,0.61
M6587,Image,Offer,0.57
M6588,Audio,Customer Service,0.0
M6589,Image,Network,0.56
M6590,Image,Offer,0.73
M6591,Image,Customer Service,0.04
M6592,Video,Event,0.24
M6593,Image,Offer,0.23
M6594,Video,Customer Service,0.23
M6595,Image,Network,0.77
M6596,Image,Event,0.16
M6597,Video,Customer Service,0.09
M6598,Video,Network,0.49
M6599,Audio,Network,0.38
M6600,Image,Customer Service,0.54
M6601,Video,Customer Service,0.46
M6602,Video,Offer,0.13
M6603,Video,Network,0.52
M6604,Audio,Network,0.93
M6605,Audio,Event,0.44
M6606,Image,Network,0.44
M6607,Video,Customer Service,0.18
M6608,Video,Event,0.43
M6609,Video,Event,0.67
M6610,Audio,Offer,0.91
M6611,Video,Customer Service,0.45
M6612,Audio,Event,1.0
M6613,Audio,Event,0.43
M6614,Video,Offer,0.34
M6615,Video,Network,0.25
M6616,Video,Offer,0.72
M6617,Audio,Offer,0.12
M6618,Audio,Customer Service,0.75
M6619,Image,Event,0.1
M6620,Video,Customer Service,0.79
M6621,Audio,Customer Service,0.36
M6622,Image,Customer Service,0.94
M6623,Video,Offer,0.85
M6624,Image,Network,0.63
M6625,Video,Customer Service,0.64
M6626,Audio,Network,0.39
M6627,Video,Event,0.41
M6628,Video,Offer,0.89
M6629,Audio,Offer,0.2
M6630,Video,Customer Service,0.84
M6631,Audio,Event,0.79
M6632,Audio,Event,0.11
M6633,Image,Event,0.06
M6634,Audio,Offer,0.02
M6635,Video,Customer Service,0.67
M6636,Video,Offer,0.84
M6637,Image,Customer Service,0.97
M6638,Video,Event,0.91
M6639,Audio,Customer Service,0.6
M6640,Video,Event,0.55
M6641,Image,Event,0.31
M6642,Audio,Offer,0.52
M6643,Image,Network,0.19
M6644,Image,Network,0.21
M6645,Audio,Customer Service,0.78
M6646,Audio,Event,0.49
M6647,Audio,Network,0.16
M6648,Image,Customer Service,0.16
M6649,Video,Offer,0.19
M6650,Video,Network,0.95
M6651,Image,Customer Service,0.46
M6652,Audio,Network,0.79
M6653,Video,Customer Service,0.2
M6654,Video,Event,0.81
M6655,Audio,Network,0.09
M6656,Audio,Event,0.74
M6657,Video,Event,0.53
M6658,Audio,Customer Service,0.41
M6659,Image,Customer Service,0.04
M6660,Audio,Event,0.05
M6661,Video,Customer Service,0.24
M6662,Image,Offer,0.66
M6663,Video,Offer,0.87
M6664,Audio,Network,0.33
M6665,Video,Network,0.3
M6666,Video,Offer,0.5
M6667,Image,Network,0.62
M6668,Video,Event,0.31
M6669,Image,Customer Service,0.2
M6670,Video,Customer Service,0.08
M6671,Video,Customer Service,0.55
M6672,Video,Offer,0.91
M6673,Video,Event,0.09
M6674,Image,Network,0.04
M6675,Audio,Offer,0.51
M6676,Image,Offer,0.45
M6677,Video,Customer Service,0.42
M6678,Audio,Event,0.46
M6679,Image,Customer Service,0.58
M6680,Image,Network,0.54
M6681,Video,Network,0.18
M6682,Image,Event,0.2
M6683,Audio,Event,0.3
M6684,Image,Network,0.24
M6685,Video,Network,0.99
M6686,Image,Event,0.76
M6687,Video,Customer Service,0.27
M6688,Video,Network,0.86
M6689,Image,Event,0.57
M6690,Video,Event,0.3
M6691,Video,Network,0.79
M6692,Image,Customer Service,0.97
M6693,Audio,Network,0.44
M6694,Video,Customer Service,0.7
M6695,Audio,Offer,0.35
M6696,Audio,Event,0.98
M6697,Video,Event,0.25
M6698,Audio,Event,0.43
M6699,Image,Network,0.79
M6700,Image,Event,0.79
M6701,Audio,Customer Service,0.54
M6702,Audio,Offer,0.91
M6703,Image,Offer,0.59
M6704,Image,Event,0.81
M6705,Video,Customer Service,0.87
M6706,Audio,Offer,0.1
M6707,Image,Event,0.49
M6708,Video,Network,0.2
M6709,Video,Customer Service,0.06
M6710,Image,Network,0.53
M6711,Audio,Customer Service,0.95
M6712,Audio,Offer,0.18
M6713,Audio,Event,0.69
M6714,Audio,Event,0.68
M6715,Image,Event,0.93
M6716,Audio,Network,0.29
M6717,Audio,Customer Service,0.35
M6718,Audio,Network,0.91
M6719,Audio,Network,0.59
M6720,Video,Customer Service,0.92
M6721,Image,Offer,0.51
M6722,Video,Event,0.66
M6723,Audio,Network,0.87
M6724,Audio,Customer Service,0.67
M6725,Image,Event,0.06
M6726,Audio,Event,0.97
M6727,Image,Event,0.03
M6728,Video,Event,0.4
M6729,Image,Network,0.99
M6730,Image,Customer Service,0.22
M6731,Video,Network,0.3
M6732,Video,Customer Service,0.51
M6733,Audio,Offer,0.57
M6734,Image,Customer Service,0.79
M6735,Image,Network,0.6
M6736,Image,Offer,0.79
M6737,Image,Offer,0.95
M6738,Image,Network,0.99
M6739,Audio,Network,0.69
M6740,Video,Network,0.45
M6741,Image,Event,0.21
M6742,Video,Network,0.19
M6743,Audio,Network,0.48
M6744,Image,Network,0.37
M6745,Image,Event,0.46
M6746,Image,Customer Service,0.84
M6747,Image,Network,0.75
M6748,Audio,Event,0.4
M6749,Video,Event,0.41
M6750,Audio,Customer Service,0.02
M6751,Video,Customer Service,0.04
M6752,Image,Network,0.14
M6753,Audio,Offer,0.2
M6754,Audio,Event,0.21
M6755,Audio,Customer Service,0.7
M6756,Image,Network,0.03
M6757,Audio,Customer Service,0.29
M6758,Audio,Offer,0.76
M6759,Video,Customer Service,0.78
M6760,Video,Event,0.49
M6761,Audio,Event,0.99
M6762,Audio,Customer Service,0.25
M6763,Image,Offer,0.61
M6764,Image,Offer,0.75
M6765,Image,Offer,0.35
M6766,Video,Customer Service,0.48
M6767,Video,Event,0.12
M6768,Audio,Event,0.22
M6769,Audio,Event,0.03
M6770,Image,Network,0.27
M6771,Audio,Network,0.96
M6772,Audio,Customer Service,0.44
M6773,Image,Network,0.62
M6774,Image,Offer,0.28
M6775,Video,Event,0.07
M6776,Video,Customer Service,0.58
M6777,Audio,Customer Service,0.4
M6778,Video,Offer,0.22
M6779,Image,Offer,0.64
M6780,Image,Event,0.04
M6781,Video,Event,0.16
M6782,Audio,Offer,0.04
M6783,Video,Network,0.57
M6784,Audio,Event,0.18
M6785,Image,Customer Service,0.24
M6786,Video,Customer Service,0.89
M6787,Image,Customer Service,0.1
M6788,Video,Offer,0.19
M6789,Video,Event,0.69
M6790,Image,Customer Service,0.14
M6791,Image,Network,0.77
M6792,Video,Offer,0.04
M6793,Image,Customer Service,0.73
M6794,Image,Network,0.37
M6795,Audio,Network,0.78
M6796,Image,Customer Service,0.15
M6797,Image,Offer,0.56
M6798,Audio,Offer,0.53
M6799,Image,Offer,0.1
M6800,Audio,Customer Service,0.85
M6801,Video,Network,0.71
M6802,Video,Event,0.16
M6803,Audio,Offer,0.15
M6804,Image,Network,0.13
M6805,Video,Network,0.89
M6806,Video,Event,0.6
M6807,Image,Customer Service,0.19
M6808,Video,Network,0.29
M6809,Audio,Customer Service,0.77
M6810,Video,Offer,0.31
M6811,Image,Offer,0.49
M6812,Audio,Network,0.02
M6813,Video,Offer,0.34
M6814,Video,Offer,0.36
M6815,Audio,Network,0.06
M6816,Audio,Offer,0.75
M6817,Image,Customer Service,0.49
M6818,Image,Event,0.54
M6819,Video,Network,0.6
M6820,Image,Offer,0.83
M6821,Image,Offer,0.68
M6822,Image,Event,0.92
M6823,Image,Network,0.48
M6824,Image,Event,0.04
M6825,Image,Customer Service,0.08
M6826,Image,Offer,0.24
M6827,Video,Event,0.4
M6828,Video,Offer,0.28
M6829,Image,Customer Service,0.71
M6830,Image,Network,0.65
M6831,Audio,Event,0.47
M6832,Image,Network,0.07
M6833,Image,Network,0.98
M6834,Video,Network,0.22
M6835,Video,Network,0.95
M6836,Image,Customer Service,0.37
M6837,Audio,Offer,0.96
M6838,Video,Customer Service,0.51
M6839,Image,Customer Service,0.04
M6840,Video,Customer Service,0.46
M6841,Image,Customer Service,0.62
M6842,Image,Customer Service,0.73
M6843,Image,Customer Service,0.85
M6844,Audio,Offer,0.91
M6845,Video,Offer,0.44
M6846,Image,Event,0.66
M6847,Image,Network,0.48
M6848,Audio,Network,0.64
M6849,Video,Customer Service,0.59
M6850,Image,Offer,0.31
M6851,Audio,Offer,0.63
M6852,Image,Network,0.27
M6853,Image,Network,0.42
M6854,Image,Network,0.15
M6855,Video,Customer Service,0.29
M6856,Audio,Offer,0.97
M6857,Video,Event,0.38
M6858,Image,Network,0.31
M6859,Audio,Network,0.53
M6860,Video,Event,0.25
M6861,Video,Network,0.09
M6862,Audio,Customer Service,0.4
M6863,Audio,Customer Service,0.48
M6864,Audio,Network,0.11
M6865,Audio,Customer Service,0.55
M6866,Image,Customer Service,0.03
M6867,Audio,Network,0.68
M6868,Video,Event,0.64
M6869,Image,Event,0.07
M6870,Video,Offer,0.1
M6871,Image,Network,0.04
M6872,Image,Offer,0.92
M6873,Audio,Network,0.26
M6874,Image,Event,0.87
M6875,Audio,Customer Service,0.53
M6876,Audio,Network,0.95
M6877,Image,Offer,0.25
M6878,Audio,Event,0.94
M6879,Audio,Customer Service,0.39
M6880,Image,Event,0.49
M6881,Audio,Network,0.45
M6882,Video,Customer Service,0.14
M6883,Video,Offer,0.45
M6884,Audio,Offer,0.89
M6885,Audio,Event,0.04
M6886,Audio,Customer Service,0.39
M6887,Video,Event,0.79
M6888,Video,Customer Service,0.15
M6889,Video,Event,0.52
M6890,Video,Customer Service,0.51
M6891,Image,Event,0.18
M6892,Audio,Event,0.4
M6893,Image,Offer,0.11
M6894,Audio,Customer Service,0.87
M6895,Video,Offer,0.99
M6896,Image,Customer Service,0.63
M6897,Image,Customer Service,0.47
M6898,Audio,Offer,0.25
M6899,Video,Event,0.36
M6900,Audio,Network,1.0
M6901,Video,Network,0.16
M6902,Audio,Customer Service,0.01
M6903,Video,Event,0.39
M6904,Audio,Network,0.65
M6905,Video,Customer Service,0.14
M6906,Audio,Offer,0.05
M6907,Image,Event,0.72
M6908,Image,Network,0.36
M6909,Video,Offer,0.99
M6910,Video,Network,0.86
M6911,Image,Event,0.13
M6912,Audio,Network,0.79
M6913,Image,Event,0.82
M6914,Video,Offer,0.45
M6915,Audio,Event,0.69
M6916,Audio,Network,0.14
M6917,Audio,Event,0.82
M6918,Video,Event,0.41
M6919,Audio,Customer Service,0.16
M6920,Audio,Network,0.48
M6921,Video,Customer Service,0.23
M6922,Image,Network,0.96
M6923,Image,Customer Service,0.86
M6924,Image,Event,0.82
M6925,Image,Event,0.89
M6926,Audio,Offer,0.74
M6927,Audio,Offer,0.51
M6928,Video,Offer,0.84
M6929,Video,Customer Service,0.25
M6930,Audio,Offer,0.86
M6931,Video,Event,0.72
M6932,Audio,Network,0.93
M6933,Image,Customer Service,0.9
M6934,Video,Network,0.43
M6935,Image,Offer,0.31
M6936,Audio,Event,0.31
M6937,Video,Customer Service,0.64
M6938,Video,Network,0.39
M6939,Audio,Event,0.66
M6940,Image,Network,0.1
M6941,Video,Offer,0.86
M6942,Video,Event,0.6
M6943,Image,Offer,0.84
M6944,Image,Offer,0.32
M6945,Audio,Offer,0.04
M6946,Image,Event,0.04
M6947,Video,Network,0.79
M6948,Image,Customer Service,0.19
M6949,Image,Network,0.43
M6950,Video,Offer,0.94
M6951,Audio,Customer Service,0.87
M6952,Video,Offer,0.07
M6953,Image,Event,0.39
M6954,Video,Offer,0.74
M6955,Audio,Event,0.48
M6956,Audio,Event,0.88
M6957,Audio,Network,0.24
M6958,Audio,Event,0.54
M6959,Image,Customer Service,0.25
M6960,Image,Event,0.16
M6961,Video,Offer,0.08
M6962,Audio,Offer,0.63
M6963,Audio,Customer Service,0.16
M6964,Image,Customer Service,0.34
M6965,Image,Customer Service,0.69
M6966,Image,Offer,0.36
M6967,Image,Event,0.95
M6968,Video,Network,0.41
M6969,Image,Event,0.84
M6970,Video,Event,0.85
M6971,Image,Customer Service,0.5
M6972,Video,Offer,0.88
M6973,Video,Customer Service,0.84
M6974,Audio,Offer,0.73
M6975,Image,Event,0.33
M6976,Video,Customer Service,0.31
M6977,Video,Offer,0.76
M6978,Image,Customer Service,0.11
M6979,Video,Event,0.01
M6980,Audio,Offer,0.82
M6981,Image,Event,0.8
M6982,Video,Event,0.66
M6983,Image,Event,0.19
M6984,Video,Network,0.71
M6985,Audio,Network,0.81
M6986,Video,Network,0.95
M6987,Audio,Customer Service,0.95
M6988,Video,Network,0.25
M6989,Image,Network,0.99
M6990,Video,Network,0.15
M6991,Video,Event,0.3
M6992,Audio,Customer Service,0.13
M6993,Image,Customer Service,0.67
M6994,Video,Event,0.28
M6995,Video,Customer Service,0.5
M6996,Video,Event,0.38
M6997,Audio,Customer Service,0.19
M6998,Video,Event,0.66
M6999,Audio,Customer Service,0.81
M7000,Video,Customer Service,0.01
M7001,Audio,Event,0.64
M7002,Video,Event,0.38
M7003,Image,Offer,0.26
M7004,Image,Event,0.97
M7005,Image,Network,0.98
M7006,Video,Customer Service,0.91
M7007,Video,Offer,0.43
M7008,Image,Offer,0.83
M7009,Audio,Offer,0.83
M7010,Audio,Offer,0.73
M7011,Video,Network,0.02
M7012,Image,Offer,0.27
M7013,Image,Customer Service,0.6
M7014,Audio,Network,0.76
M7015,Image,Customer Service,0.63
M7016,Video,Offer,0.82
M7017,Audio,Event,0.1
M7018,Image,Offer,0.88
M7019,Audio,Network,0.04
M7020,Image,Network,0.61
M7021,Image,Network,0.27
M7022,Image,Offer,0.06
M7023,Audio,Offer,0.35
M7024,Video,Network,0.32
M7025,Audio,Network,0.94
M7026,Image,Event,0.76
M7027,Video,Network,0.43
M7028,Video,Offer,0.62
M7029,Video,Offer,0.86
M7030,Audio,Event,0.99
M7031,Audio,Event,0.05
M7032,Video,Network,0.74
M7033,Video,Offer,0.77
M7034,Image,Network,0.13
M7035,Image,Network,0.1
M7036,Video,Event,0.04
M7037,Audio,Network,0.46
M7038,Audio,Offer,0.96
M7039,Video,Customer Service,0.48
M7040,Image,Event,0.0
M7041,Video,Network,0.11
M7042,Image,Customer Service,0.28
M7043,Video,Network,1.0
M7044,Audio,Offer,0.74
M7045,Video,Network,0.84
M7046,Video,Offer,0.42
M7047,Image,Event,0.35
M7048,Image,Offer,0.05
M7049,Video,Offer,0.38
M7050,Image,Offer,0.21
M7051,Audio,Network,0.34
M7052,Audio,Offer,0.91
M7053,Audio,Network,0.78
M7054,Audio,Network,0.52
M7055,Audio,Network,0.27
M7056,Audio,Customer Service,0.95
M7057,Video,Customer Service,0.95
M7058,Audio,Customer Service,0.75
M7059,Image,Event,0.16
M7060,Audio,Event,0.71
M7061,Video,Customer Service,0.49
M7062,Video,Customer Service,0.24
M7063,Audio,Offer,0.02
M7064,Audio,Customer Service,0.28
M7065,Video,Network,0.47
M7066,Audio,Event,0.93
M7067,Audio,Event,0.17
M7068,Audio,Event,0.68
M7069,Image,Network,0.16
M7070,Audio,Event,0.81
M7071,Audio,Network,0.72
M7072,Audio,Offer,0.24
M7073,Image,Customer Service,0.77
M7074,Image,Offer,0.44
M7075,Audio,Event,0.95
M7076,Video,Network,0.8
M7077,Image,Offer,0.13
M7078,Image,Event,0.27
M7079,Video,Customer Service,0.45
M7080,Video,Event,0.58
M7081,Audio,Event,0.51
M7082,Video,Event,0.61
M7083,Audio,Customer Service,0.68
M7084,Image,Offer,0.12
M7085,Image,Network,0.63
M7086,Image,Event,0.11
M7087,Image,Customer Service,0.4
M7088,Video,Event,0.92
M7089,Image,Offer,0.43
M7090,Video,Offer,0.68
M7091,Image,Network,0.58
M7092,Image,Customer Service,0.66
M7093,Video,Network,0.56
M7094,Video,Event,0.78
M7095,Video,Event,0.96
M7096,Audio,Offer,0.35
M7097,Video,Offer,0.26
M7098,Image,Event,0.94
M7099,Image,Offer,0.01
M7100,Audio,Network,0.2
M7101,Video,Event,0.36
M7102,Image,Offer,0.4
M7103,Video,Network,0.63
M7104,Video,Offer,0.6
M7105,Image,Offer,0.71
M7106,Video,Event,0.32
M7107,Video,Network,0.28
M7108,Video,Event,0.44
M7109,Video,Event,0.91
M7110,Image,Network,0.35
M7111,Audio,Network,0.5
M7112,Video,Offer,0.68
M7113,Audio,Event,0.53
M7114,Video,Offer,0.45
M7115,Image,Customer Service,0.98
M7116,Video,Customer Service,0.34
M7117,Audio,Network,0.08
M7118,Image,Event,0.1
M7119,Audio,Customer Service,0.44
M7120,Video,Event,0.0
M7121,Audio,Customer Service,0.05
