record_id,region,signal_strength,latency_ms,downtime_minutes,date
NP06388,Isa Town,3,102,2,2020-01-14
NP06389,Riffa,5,96,53,2020-04-22
NP06390,Isa Town,2,30,35,2021-12-18
NP06391,Muharraq,1,147,20,2022-05-08
NP06392,Riffa,5,139,55,2025-07-27
NP06393,Isa Town,1,103,33,2024-09-29
NP06394,Manama,1,187,39,2021-10-26
NP06395,Riffa,1,195,20,2024-12-20
NP06396,Muharraq,3,21,16,2020-06-18
NP06397,Manama,3,103,18,2023-10-25
NP06398,Isa Town,1,103,16,2021-08-01
NP06399,Manama,3,158,43,2023-06-11
NP06400,Manama,3,43,39,2024-08-17
NP06401,Isa Town,4,197,48,2024-06-03
NP06402,Muharraq,5,189,1,2024-04-17
NP06403,Isa Town,4,48,10,2025-01-23
NP06404,Manama,3,161,20,2020-09-16
NP06405,Manama,5,82,0,2020-03-12
NP06406,Manama,2,92,45,2022-09-04
NP06407,Manama,4,80,12,2021-10-23
NP06408,Muharraq,1,84,46,2024-09-05
NP06409,Manama,1,146,45,2022-03-25
NP06410,Isa Town,1,20,21,2022-09-15
NP06411,Riffa,1,145,46,2020-11-20
NP06412,Isa Town,1,52,52,2023-02-10
NP06413,Manama,4,139,54,2024-11-16
NP06414,Riffa,5,191,52,2023-06-07
NP06415,Riffa,3,106,50,2021-02-19
NP06416,Isa Town,3,16,19,2020-02-23
NP06417,Riffa,2,186,56,2022-01-05
NP06418,Manama,1,172,20,2021-07-11
NP06419,Isa Town,4,116,7,2023-10-11
NP06420,Riffa,3,149,25,2022-12-08
NP06421,Manama,4,144,32,2023-12-16
NP06422,Muharraq,2,195,43,2024-08-08
NP06423,Manama,5,99,50,2024-06-11
NP06424,Riffa,4,100,15,2024-04-12
NP06425,Manama,4,53,17,2020-08-17
NP06426,Manama,1,130,16,2022-04-12
NP06427,Riffa,4,193,36,2023-02-07
NP06428,Manama,1,160,22,2022-06-09
NP06429,Manama,5,128,32,2025-07-05
NP06430,Manama,4,52,22,2020-02-28
NP06431,Isa Town,3,12,6,2022-05-26
NP06432,Riffa,5,181,49,2024-07-24
NP06433,Riffa,2,178,46,2024-05-07
NP06434,Isa Town,1,34,39,2022-10-30
NP06435,Isa Town,3,146,56,2020-08-24
NP06436,Riffa,3,71,23,2021-05-21
NP06437,Muharraq,3,35,6,2023-03-07
NP06438,Muharraq,5,182,43,2024-08-16
NP06439,Riffa,4,137,27,2025-06-21
NP06440,Isa Town,5,58,5,2025-03-02
NP06441,Manama,1,62,46,2024-11-28
NP06442,Muharraq,4,143,14,2020-07-14
NP06443,Muharraq,1,196,29,2024-05-16
NP06444,Muharraq,2,180,23,2025-09-23
NP06445,Manama,3,81,43,2021-01-08
NP06446,Muharraq,3,48,45,2025-03-18
NP06447,Riffa,2,44,50,2023-12-12
NP06448,Riffa,1,130,16,2023-11-08
NP06449,Manama,2,53,17,2025-07-09
NP06450,Riffa,3,54,14,2020-12-11
NP06451,Isa Town,3,111,48,2024-09-17
NP06452,Muharraq,5,53,51,2022-04-18
NP06453,Manama,5,59,11,2023-07-19
NP06454,Riffa,1,82,42,2025-07-11
NP06455,Manama,1,76,8,2020-12-28
NP06456,Manama,4,69,4,2021-02-20
NP06457,Manama,5,66,29,2020-10-27
NP06458,Muharraq,3,196,27,2023-01-28
NP06459,Muharraq,3,193,38,2022-07-13
NP06460,Muharraq,2,200,29,2022-05-30
NP06461,Riffa,2,68,24,2024-08-02
NP06462,Isa Town,4,23,26,2025-08-22
NP06463,Riffa,1,65,6,2022-09-24
NP06464,Isa Town,3,76,48,2020-05-27
NP06465,Riffa,4,179,42,2020-08-17
NP06466,Isa Town,5,129,42,2020-09-20
NP06467,Isa Town,3,168,49,2023-09-07
NP06468,Muharraq,2,175,47,2025-08-14
NP06469,Isa Town,2,104,50,2020-06-03
NP06470,Isa Town,2,146,22,2025-04-22
NP06471,Isa Town,2,188,16,2022-07-20
NP06472,Isa Town,3,141,53,2021-11-15
NP06473,Isa Town,5,120,6,2024-12-19
NP06474,Riffa,4,171,52,2024-12-12
NP06475,Muharraq,2,50,58,2020-01-09
NP06476,Manama,5,127,55,2020-03-28
NP06477,Manama,3,101,40,2021-09-11
NP06478,Isa Town,3,51,17,2023-05-02
NP06479,Riffa,4,12,20,2021-10-19
NP06480,Isa Town,3,96,28,2022-05-14
NP06481,Riffa,1,39,12,2022-05-18
NP06482,Muharraq,4,127,9,2020-02-03
NP06483,Manama,5,167,53,2023-10-26
NP06484,Manama,3,180,59,2021-11-23
NP06485,Riffa,1,165,13,2022-07-07
NP06486,Isa Town,3,59,41,2023-02-07
NP06487,Muharraq,3,74,5,2024-03-30
NP06488,Isa Town,4,135,50,2024-12-15
NP06489,Muharraq,4,58,58,2025-03-07
NP06490,Manama,3,84,32,2022-01-11
NP06491,Riffa,1,21,32,2020-01-31
NP06492,Riffa,3,197,4,2024-06-27
NP06493,Riffa,5,185,47,2023-09-27
NP06494,Manama,5,113,48,2025-08-08
NP06495,Isa Town,5,49,28,2025-07-25
NP06496,Isa Town,5,163,28,2021-01-05
NP06497,Riffa,4,120,31,2021-01-10
NP06498,Riffa,5,12,0,2023-08-16
NP06499,Muharraq,5,85,18,2020-01-20
NP06500,Riffa,5,70,16,2024-12-20
NP06501,Manama,4,123,36,2021-02-11
NP06502,Manama,3,92,58,2023-06-26
NP06503,Riffa,5,157,10,2023-08-20
NP06504,Muharraq,1,104,46,2020-12-17
NP06505,Isa Town,1,60,16,2022-03-26
NP06506,Isa Town,1,77,49,2022-08-17
NP06507,Riffa,4,50,52,2020-07-16
NP06508,Muharraq,3,144,56,2024-01-26
NP06509,Isa Town,2,31,25,2021-03-13
NP06510,Muharraq,1,73,2,2020-05-18
NP06511,Muharraq,5,144,0,2025-03-31
NP06512,Manama,3,123,40,2020-03-25
NP06513,Muharraq,5,41,33,2021-06-18
NP06514,Isa Town,1,43,38,2023-11-19
NP06515,Riffa,5,183,44,2021-12-14
NP06516,Manama,3,83,47,2021-10-12
NP06517,Muharraq,1,68,46,2020-11-23
NP06518,Isa Town,5,153,26,2023-12-17
NP06519,Manama,5,134,51,2023-09-16
NP06520,Isa Town,5,125,30,2024-01-09
NP06521,Muharraq,4,191,37,2025-06-19
NP06522,Isa Town,4,89,8,2022-11-10
NP06523,Isa Town,4,85,42,2021-02-07
NP06524,Riffa,2,86,50,2021-08-16
NP06525,Riffa,1,128,23,2023-12-17
NP06526,Muharraq,5,138,29,2022-12-25
NP06527,Isa Town,1,199,50,2022-02-02
NP06528,Manama,2,106,29,2024-10-10
NP06529,Muharraq,2,98,58,2021-08-16
NP06530,Isa Town,3,46,1,2023-03-02
NP06531,Muharraq,2,197,31,2023-02-03
NP06532,Isa Town,5,95,3,2024-01-06
NP06533,Manama,4,173,1,2025-04-06
NP06534,Riffa,5,64,56,2021-01-31
NP06535,Isa Town,3,109,7,2022-05-08
NP06536,Isa Town,2,115,3,2022-10-07
NP06537,Muharraq,4,143,4,2024-11-17
NP06538,Isa Town,4,92,46,2024-12-07
NP06539,Manama,3,103,57,2022-07-28
NP06540,Isa Town,1,171,31,2024-08-19
NP06541,Muharraq,1,147,33,2023-07-14
NP06542,Isa Town,2,97,60,2022-06-13
NP06543,Riffa,5,101,59,2020-10-13
NP06544,Muharraq,4,168,26,2025-05-03
NP06545,Riffa,2,161,29,2025-01-24
NP06546,Manama,1,95,35,2020-06-03
NP06547,Muharraq,5,142,28,2025-08-08
NP06548,Manama,3,170,15,2020-10-10
NP06549,Manama,3,74,18,2025-08-18
NP06550,Riffa,2,137,59,2023-09-08
NP06551,Manama,1,125,17,2025-05-31
NP06552,Riffa,2,110,9,2024-05-13
NP06553,Muharraq,5,72,15,2023-08-22
NP06554,Manama,5,33,14,2023-04-07
NP06555,Isa Town,1,18,26,2023-01-16
NP06556,Muharraq,3,186,44,2025-03-28
NP06557,Isa Town,1,137,31,2024-07-20
NP06558,Isa Town,5,149,23,2025-06-13
NP06559,Riffa,1,115,19,2025-05-13
NP06560,Muharraq,3,112,2,2022-11-28
NP06561,Isa Town,1,48,25,2022-12-22
NP06562,Isa Town,1,84,35,2020-02-28
NP06563,Isa Town,5,61,44,2022-10-08
NP06564,Manama,3,149,22,2020-05-17
NP06565,Riffa,4,51,20,2025-02-11
NP06566,Manama,4,62,41,2020-09-12
NP06567,Manama,5,199,9,2022-05-11
NP06568,Muharraq,2,73,1,2020-06-23
NP06569,Riffa,5,113,19,2022-11-08
NP06570,Manama,2,137,31,2025-03-24
NP06571,Muharraq,4,79,44,2022-06-20
NP06572,Isa Town,5,200,58,2022-04-13
NP06573,Manama,5,80,50,2024-10-19
NP06574,Muharraq,5,168,50,2024-06-02
NP06575,Muharraq,1,170,37,2022-05-13
NP06576,Isa Town,5,83,29,2024-01-21
NP06577,Muharraq,4,136,43,2025-03-25
NP06578,Muharraq,4,140,6,2024-11-30
NP06579,Riffa,4,84,56,2023-03-05
NP06580,Muharraq,5,47,46,2025-01-09
NP06581,Muharraq,1,189,2,2020-07-22
NP06582,Isa Town,2,170,31,2025-04-03
NP06583,Isa Town,4,127,8,2023-06-29
NP06584,Isa Town,4,39,60,2024-09-24
NP06585,Riffa,4,69,45,2022-12-12
NP06586,Muharraq,5,60,34,2025-09-23
NP06587,Manama,2,40,8,2025-09-19
NP06588,Muharraq,5,185,41,2025-09-20
NP06589,Riffa,3,114,50,2022-06-16
NP06590,Isa Town,1,69,19,2024-01-27
NP06591,Isa Town,3,40,49,2022-10-01
NP06592,Isa Town,5,74,32,2024-12-29
NP06593,Manama,5,191,58,2025-02-25
NP06594,Isa Town,5,83,56,2025-03-31
NP06595,Muharraq,1,28,45,2023-10-19
NP06596,Riffa,3,187,51,2020-08-17
NP06597,Manama,5,27,5,2022-07-09
NP06598,Riffa,1,127,41,2023-12-26
NP06599,Riffa,3,163,9,2023-04-10
NP06600,Manama,2,110,33,2024-10-04
NP06601,Riffa,1,173,55,2023-03-01
NP06602,Isa Town,5,160,28,2020-08-27
NP06603,Riffa,2,35,27,2023-12-20
NP06604,Isa Town,5,62,41,2021-09-27
NP06605,Manama,1,67,14,2025-01-05
NP06606,Muharraq,3,160,33,2021-01-07
NP06607,Muharraq,3,82,0,2023-11-25
NP06608,Riffa,3,115,8,2021-06-01
NP06609,Isa Town,2,19,51,2024-06-20
NP06610,Manama,3,184,56,2023-04-14
NP06611,Riffa,4,34,38,2023-11-30
NP06612,Riffa,4,102,28,2025-05-24
NP06613,Manama,2,77,19,2020-11-21
NP06614,Muharraq,4,39,16,2021-02-02
NP06615,Isa Town,3,80,17,2021-08-07
NP06616,Manama,3,180,25,2021-05-21
NP06617,Muharraq,2,88,44,2021-02-28
NP06618,Muharraq,3,176,21,2021-08-01
NP06619,Muharraq,1,104,59,2020-11-08
NP06620,Manama,3,119,19,2021-11-23
NP06621,Manama,4,134,5,2020-12-27
NP06622,Manama,1,137,26,2023-04-21
NP06623,Muharraq,3,69,4,2020-01-23
NP06624,Muharraq,1,116,38,2023-04-25
NP06625,Isa Town,5,62,23,2020-08-18
NP06626,Isa Town,4,73,55,2023-03-04
NP06627,Manama,3,143,24,2020-06-17
NP06628,Manama,2,14,57,2021-05-17
NP06629,Muharraq,4,27,14,2023-07-09
NP06630,Riffa,3,195,1,2020-09-16
NP06631,Muharraq,5,159,52,2021-05-01
NP06632,Isa Town,5,178,0,2020-11-25
NP06633,Manama,2,158,15,2025-08-09
NP06634,Riffa,2,39,2,2025-07-07
NP06635,Muharraq,1,168,48,2021-10-11
NP06636,Isa Town,1,36,55,2024-07-22
NP06637,Muharraq,5,181,57,2024-05-18
NP06638,Isa Town,4,109,16,2022-10-18
NP06639,Isa Town,3,170,51,2023-07-29
NP06640,Riffa,4,138,53,2021-03-29
NP06641,Riffa,2,129,60,2023-11-12
NP06642,Isa Town,5,173,60,2023-03-21
NP06643,Manama,1,128,53,2024-06-22
NP06644,Manama,3,192,50,2020-09-28
NP06645,Riffa,4,154,26,2023-12-27
NP06646,Isa Town,5,172,60,2022-09-17
NP06647,Riffa,5,105,44,2023-10-18
NP06648,Manama,1,157,14,2024-09-13
NP06649,Riffa,5,101,20,2021-12-09
NP06650,Muharraq,5,182,6,2025-07-01
NP06651,Riffa,2,81,10,2024-01-19
NP06652,Isa Town,4,186,23,2021-06-25
NP06653,Isa Town,5,39,23,2025-08-09
NP06654,Riffa,4,182,59,2022-07-12
NP06655,Manama,5,85,45,2024-12-19
NP06656,Isa Town,2,160,58,2020-01-17
NP06657,Muharraq,2,113,21,2020-10-23
NP06658,Muharraq,4,155,1,2020-02-06
NP06659,Manama,3,181,11,2023-12-05
NP06660,Isa Town,2,52,48,2020-12-22
NP06661,Riffa,1,34,10,2023-06-02
NP06662,Riffa,5,66,17,2022-03-26
NP06663,Manama,2,136,22,2025-08-30
NP06664,Isa Town,2,46,27,2024-02-26
NP06665,Riffa,3,41,9,2020-09-09
NP06666,Isa Town,2,147,0,2024-10-21
NP06667,Manama,5,69,35,2021-04-20
NP06668,Isa Town,4,142,41,2020-10-08
NP06669,Riffa,2,44,52,2023-07-11
NP06670,Muharraq,4,43,27,2020-03-16
NP06671,Riffa,1,193,55,2025-04-11
NP06672,Muharraq,5,52,30,2021-09-17
NP06673,Manama,4,104,3,2022-03-28
NP06674,Riffa,2,28,20,2021-07-27
NP06675,Riffa,4,70,5,2023-04-09
NP06676,Muharraq,1,109,1,2021-03-01
NP06677,Manama,4,156,53,2024-10-05
NP06678,Isa Town,1,154,9,2024-04-27
NP06679,Muharraq,4,93,14,2025-06-22
NP06680,Muharraq,1,125,39,2021-07-25
NP06681,Muharraq,3,186,11,2023-01-29
NP06682,Isa Town,1,162,57,2020-06-24
NP06683,Isa Town,3,162,32,2024-11-18
NP06684,Manama,3,169,3,2024-09-26
NP06685,Riffa,5,94,33,2024-09-08
NP06686,Manama,5,117,4,2020-11-04
NP06687,Riffa,5,92,14,2021-07-11
NP06688,Riffa,5,149,16,2020-02-06
NP06689,Manama,2,27,8,2021-08-11
NP06690,Manama,2,51,26,2020-10-15
NP06691,Isa Town,2,177,24,2020-10-27
NP06692,Riffa,2,171,53,2025-07-04
NP06693,Riffa,5,199,55,2021-05-04
NP06694,Riffa,4,179,54,2020-01-09
NP06695,Manama,2,151,40,2025-03-24
NP06696,Manama,2,168,21,2022-05-19
NP06697,Riffa,3,166,2,2025-04-02
NP06698,Manama,1,84,45,2025-06-21
NP06699,Muharraq,4,121,35,2020-05-27
NP06700,Riffa,4,100,57,2022-09-27
NP06701,Muharraq,2,83,53,2020-07-24
NP06702,Isa Town,3,142,58,2023-11-10
NP06703,Isa Town,4,45,56,2020-05-15
NP06704,Riffa,2,160,42,2024-08-02
NP06705,Riffa,2,164,52,2023-02-06
NP06706,Muharraq,1,51,47,2021-07-01
NP06707,Riffa,5,79,6,2024-07-12
NP06708,Isa Town,3,67,59,2020-06-28
NP06709,Riffa,4,107,10,2022-11-06
NP06710,Riffa,3,25,14,2020-01-24
NP06711,Isa Town,5,174,4,2023-01-24
NP06712,Isa Town,4,48,53,2025-03-28
NP06713,Manama,5,69,38,2021-03-24
NP06714,Muharraq,5,197,53,2025-01-26
NP06715,Manama,5,39,50,2024-06-08
NP06716,Riffa,3,196,10,2021-11-26
NP06717,Isa Town,4,180,18,2024-12-31
NP06718,Riffa,5,24,26,2024-08-23
NP06719,Isa Town,5,182,11,2024-01-18
NP06720,Isa Town,5,163,15,2022-01-22
NP06721,Isa Town,4,198,52,2023-08-20
NP06722,Riffa,1,18,40,2022-07-30
NP06723,Manama,5,143,54,2020-04-16
NP06724,Muharraq,3,90,8,2020-10-31
NP06725,Riffa,5,31,22,2021-01-13
NP06726,Isa Town,5,134,9,2020-11-12
NP06727,Manama,4,124,33,2023-05-07
NP06728,Manama,5,88,47,2022-06-10
NP06729,Manama,3,116,7,2025-07-24
NP06730,Muharraq,3,88,39,2024-10-23
NP06731,Isa Town,5,84,4,2020-04-05
NP06732,Manama,2,75,36,2023-09-17
NP06733,Riffa,1,88,45,2025-06-24
NP06734,Manama,5,89,36,2023-01-05
NP06735,Manama,1,60,51,2021-12-27
NP06736,Riffa,1,62,21,2023-04-13
NP06737,Muharraq,2,80,14,2023-11-03
NP06738,Riffa,2,49,35,2020-04-26
NP06739,Muharraq,3,140,0,2024-09-05
NP06740,Manama,1,13,42,2025-07-22
NP06741,Isa Town,1,166,1,2020-04-11
NP06742,Isa Town,3,43,55,2021-08-10
NP06743,Manama,4,38,16,2023-04-16
NP06744,Muharraq,2,32,24,2022-12-19
NP06745,Isa Town,3,93,17,2020-12-12
NP06746,Manama,2,44,59,2023-04-18
NP06747,Riffa,3,74,3,2020-06-05
NP06748,Manama,4,105,25,2023-09-24
NP06749,Manama,4,116,44,2024-03-14
NP06750,Muharraq,2,158,59,2024-03-27
NP06751,Muharraq,4,46,13,2024-02-21
NP06752,Riffa,5,36,51,2021-03-09
NP06753,Manama,5,41,4,2023-09-24
NP06754,Muharraq,3,169,23,2025-05-25
NP06755,Riffa,5,41,22,2023-10-29
NP06756,Isa Town,5,143,14,2022-10-31
NP06757,Manama,2,81,58,2023-02-05
NP06758,Isa Town,3,152,3,2024-12-19
NP06759,Riffa,5,60,31,2021-08-25
NP06760,Muharraq,1,21,5,2025-04-30
NP06761,Muharraq,1,123,56,2023-10-02
NP06762,Manama,4,19,31,2025-03-11
NP06763,Isa Town,1,121,44,2024-05-16
NP06764,Manama,3,78,19,2023-03-25
NP06765,Isa Town,1,114,26,2025-01-02
NP06766,Muharraq,1,29,4,2023-08-01
NP06767,Muharraq,5,85,16,2022-02-09
NP06768,Isa Town,4,68,54,2020-10-04
NP06769,Muharraq,4,38,15,2025-06-05
NP06770,Isa Town,5,122,3,2022-05-03
NP06771,Isa Town,4,107,20,2024-09-26
NP06772,Muharraq,4,196,26,2020-03-18
NP06773,Isa Town,5,106,27,2021-02-17
NP06774,Muharraq,4,197,21,2020-10-14
NP06775,Muharraq,2,14,4,2024-08-08
NP06776,Riffa,1,62,27,2021-08-13
NP06777,Muharraq,1,122,16,2025-01-30
NP06778,Isa Town,5,148,40,2025-06-07
NP06779,Muharraq,4,57,23,2023-08-14
NP06780,Manama,2,127,50,2021-03-02
NP06781,Muharraq,3,78,30,2024-03-09
NP06782,Manama,1,195,3,2020-06-27
NP06783,Muharraq,3,29,58,2022-05-04
NP06784,Manama,1,107,54,2021-12-21
NP06785,Riffa,1,109,20,2025-02-26
NP06786,Muharraq,3,130,3,2022-11-16
NP06787,Manama,2,152,17,2021-12-09
NP06788,Isa Town,3,110,59,2024-11-15
NP06789,Isa Town,2,34,29,2023-11-25
NP06790,Isa Town,4,29,2,2024-02-29
NP06791,Manama,5,56,54,2022-02-25
NP06792,Isa Town,5,148,0,2024-01-05
NP06793,Isa Town,5,136,59,2020-02-15
NP06794,Isa Town,4,33,49,2023-07-06
NP06795,Isa Town,1,34,46,2020-07-07
NP06796,Riffa,1,94,44,2025-04-12
NP06797,Muharraq,2,198,2,2021-02-25
NP06798,Muharraq,4,197,42,2025-06-22
NP06799,Muharraq,3,85,45,2022-12-26
NP06800,Muharraq,3,64,43,2021-06-22
NP06801,Riffa,1,17,28,2025-02-12
NP06802,Isa Town,1,133,23,2022-11-01
NP06803,Isa Town,2,60,41,2021-03-18
NP06804,Riffa,1,100,26,2023-05-15
NP06805,Manama,3,124,7,2021-03-06
NP06806,Riffa,4,144,27,2023-12-15
NP06807,Riffa,2,11,38,2022-01-15
NP06808,Isa Town,3,135,54,2021-11-14
NP06809,Muharraq,3,156,49,2023-11-12
NP06810,Riffa,2,35,43,2021-08-04
NP06811,Muharraq,3,117,20,2022-09-21
NP06812,Isa Town,2,104,20,2024-12-08
NP06813,Riffa,5,159,12,2025-06-21
NP06814,Manama,1,163,2,2020-01-14
NP06815,Manama,1,200,5,2024-01-17
NP06816,Riffa,1,91,10,2025-02-05
NP06817,Manama,1,152,59,2020-01-11
NP06818,Riffa,5,98,10,2023-11-26
NP06819,Muharraq,4,51,43,2021-02-27
NP06820,Isa Town,4,110,59,2021-11-29
NP06821,Isa Town,1,61,2,2023-04-12
NP06822,Manama,4,39,2,2021-03-02
NP06823,Manama,1,177,18,2022-07-11
NP06824,Isa Town,4,28,30,2022-08-15
NP06825,Riffa,2,177,0,2022-09-15
NP06826,Isa Town,5,62,11,2025-04-29
NP06827,Riffa,3,93,9,2020-02-27
NP06828,Isa Town,1,57,38,2024-07-31
NP06829,Isa Town,4,100,1,2022-07-02
NP06830,Muharraq,2,60,29,2020-11-15
NP06831,Riffa,5,165,16,2025-07-23
NP06832,Manama,3,40,1,2021-02-09
NP06833,Muharraq,5,76,30,2020-08-19
NP06834,Manama,5,110,50,2022-03-24
NP06835,Riffa,5,14,30,2022-06-08
NP06836,Muharraq,4,100,56,2024-10-21
NP06837,Muharraq,5,100,32,2023-12-12
NP06838,Manama,5,48,50,2022-08-13
NP06839,Manama,5,78,21,2021-06-30
NP06840,Isa Town,2,200,35,2022-01-03
NP06841,Riffa,5,32,26,2025-04-01
NP06842,Manama,2,170,9,2023-04-26
NP06843,Manama,4,45,53,2025-01-15
NP06844,Riffa,3,97,30,2024-11-10
NP06845,Riffa,4,158,49,2023-09-16
NP06846,Manama,2,194,11,2022-10-07
NP06847,Isa Town,2,157,12,2020-12-15
NP06848,Manama,2,64,30,2024-11-23
NP06849,Muharraq,1,125,50,2021-06-17
NP06850,Muharraq,5,55,23,2024-08-28
NP06851,Isa Town,3,119,32,2025-05-18
NP06852,Riffa,2,124,50,2022-08-05
NP06853,Muharraq,3,25,44,2023-07-22
NP06854,Muharraq,5,32,55,2025-03-30
NP06855,Manama,4,196,33,2021-01-23
NP06856,Riffa,1,189,46,2022-05-29
NP06857,Muharraq,1,147,44,2021-04-01
NP06858,Isa Town,5,123,46,2023-09-03
NP06859,Manama,4,140,56,2021-02-05
NP06860,Muharraq,2,61,12,2022-08-04
NP06861,Riffa,5,154,54,2020-03-09
NP06862,Isa Town,2,35,32,2022-02-12
NP06863,Isa Town,5,140,49,2025-07-07
NP06864,Muharraq,4,174,21,2022-02-17
NP06865,Riffa,1,140,32,2025-09-24
NP06866,Manama,4,171,36,2024-11-30
NP06867,Muharraq,2,79,36,2025-07-01
NP06868,Isa Town,5,61,57,2024-06-28
NP06869,Muharraq,4,48,14,2022-02-19
NP06870,Manama,4,150,56,2020-02-25
NP06871,Riffa,4,116,42,2020-05-01
NP06872,Riffa,3,90,23,2025-03-30
NP06873,Riffa,2,96,31,2022-10-10
NP06874,Manama,5,50,38,2020-07-30
NP06875,Muharraq,2,38,45,2022-11-21
NP06876,Riffa,2,186,18,2021-08-27
NP06877,Muharraq,3,126,46,2020-12-31
NP06878,Isa Town,2,78,17,2024-03-07
NP06879,Isa Town,4,106,58,2023-07-31
NP06880,Manama,2,188,43,2023-12-18
NP06881,Riffa,4,173,53,2023-03-01
NP06882,Riffa,2,198,57,2022-09-21
NP06883,Riffa,5,125,21,2025-01-30
NP06884,Isa Town,1,160,37,2020-09-01
NP06885,Muharraq,2,193,2,2021-03-07
NP06886,Manama,1,41,12,2020-08-10
NP06887,Manama,1,156,57,2024-05-13
NP06888,Riffa,2,179,58,2021-08-14
NP06889,Manama,1,34,20,2023-07-13
NP06890,Muharraq,5,159,24,2020-05-16
NP06891,Manama,2,25,20,2020-10-10
NP06892,Isa Town,5,46,7,2024-04-30
NP06893,Isa Town,4,105,5,2025-09-10
NP06894,Isa Town,1,54,11,2022-03-31
NP06895,Riffa,3,151,49,2021-12-26
NP06896,Riffa,2,166,50,2023-05-23
NP06897,Isa Town,2,103,45,2020-02-25
NP06898,Riffa,5,98,44,2022-07-23
NP06899,Isa Town,3,178,49,2024-02-06
NP06900,Muharraq,2,182,43,2023-07-01
NP06901,Manama,2,18,14,2023-07-28
NP06902,Isa Town,5,121,9,2024-09-18
NP06903,Muharraq,3,110,32,2021-03-22
NP06904,Riffa,1,38,22,2020-07-12
NP06905,Muharraq,4,79,14,2023-12-13
NP06906,Isa Town,4,160,48,2023-11-01
NP06907,Muharraq,1,151,39,2021-04-29
NP06908,Muharraq,4,78,43,2022-06-23
NP06909,Riffa,2,57,52,2025-03-12
NP06910,Muharraq,2,42,46,2022-06-06
NP06911,Muharraq,3,50,54,2021-03-05
NP06912,Manama,1,197,29,2023-01-07
NP06913,Manama,4,64,24,2021-12-04
NP06914,Riffa,3,125,18,2025-09-28
NP06915,Manama,4,142,32,2020-06-14
NP06916,Manama,5,74,5,2021-03-04
NP06917,Manama,5,45,36,2025-04-03
NP06918,Muharraq,2,36,14,2020-07-16
NP06919,Isa Town,3,167,27,2023-08-29
NP06920,Manama,4,110,21,2022-10-19
NP06921,Isa Town,4,79,27,2023-11-16
NP06922,Muharraq,5,195,20,2025-07-19
NP06923,Manama,4,92,36,2020-08-22
NP06924,Riffa,4,194,26,2025-06-13
NP06925,Muharraq,3,21,34,2023-12-28
NP06926,Manama,3,155,6,2024-10-29
NP06927,Manama,2,23,58,2021-02-03
NP06928,Muharraq,5,75,29,2021-02-23
NP06929,Muharraq,5,180,1,2021-11-22
NP06930,Isa Town,5,105,59,2021-04-05
NP06931,Riffa,4,117,40,2025-05-12
NP06932,Muharraq,3,140,41,2020-09-19
NP06933,Isa Town,5,156,43,2025-08-27
NP06934,Riffa,3,138,4,2021-06-19
NP06935,Muharraq,4,111,27,2024-02-12
NP06936,Isa Town,1,36,35,2021-02-07
NP06937,Manama,4,192,5,2022-07-12
NP06938,Manama,1,21,2,2024-06-29
NP06939,Manama,2,23,55,2023-03-31
NP06940,Muharraq,2,158,24,2023-09-25
NP06941,Isa Town,2,87,45,2021-10-20
NP06942,Isa Town,2,189,29,2020-05-31
NP06943,Muharraq,4,131,37,2021-03-17
NP06944,Riffa,3,43,45,2020-10-21
NP06945,Manama,4,12,39,2023-02-11
NP06946,Muharraq,5,140,59,2022-11-11
NP06947,Isa Town,1,149,43,2020-08-23
NP06948,Riffa,4,17,1,2020-01-30
NP06949,Manama,1,67,52,2024-05-05
NP06950,Muharraq,3,45,44,2023-01-17
NP06951,Riffa,5,38,0,2020-02-13
NP06952,Manama,3,166,3,2022-08-20
NP06953,Manama,4,145,4,2021-01-15
NP06954,Muharraq,1,152,18,2023-03-02
NP06955,Muharraq,5,96,9,2020-01-23
NP06956,Isa Town,5,172,44,2022-02-03
NP06957,Manama,5,182,28,2022-08-22
NP06958,Manama,1,18,28,2023-03-05
NP06959,Riffa,5,66,43,2022-10-07
NP06960,Muharraq,1,118,31,2020-11-14
NP06961,Muharraq,5,108,26,2022-11-30
NP06962,Isa Town,5,172,4,2023-03-27
NP06963,Manama,4,92,51,2023-04-12
NP06964,Manama,1,99,26,2020-09-13
NP06965,Muharraq,5,37,0,2022-11-27
NP06966,Manama,4,80,31,2024-08-27
NP06967,Isa Town,3,87,20,2025-06-15
NP06968,Muharraq,1,74,47,2025-06-16
NP06969,Muharraq,4,105,39,2024-02-22
NP06970,Isa Town,2,156,59,2024-04-28
NP06971,Riffa,2,114,48,2021-09-16
NP06972,Manama,2,169,57,2023-07-12
NP06973,Muharraq,4,84,31,2021-01-13
NP06974,Riffa,3,67,4,2025-08-08
NP06975,Muharraq,4,65,0,2020-12-07
NP06976,Isa Town,5,143,24,2024-12-08
NP06977,Isa Town,2,12,33,2024-06-09
NP06978,Isa Town,4,136,2,2024-05-22
NP06979,Isa Town,3,23,16,2022-06-04
NP06980,Isa Town,4,174,5,2023-02-19
NP06981,Manama,5,95,55,2021-05-24
NP06982,Muharraq,1,77,42,2020-09-08
NP06983,Isa Town,4,167,53,2023-08-07
NP06984,Isa Town,4,160,29,2025-05-24
NP06985,Manama,5,75,23,2022-04-03
NP06986,Isa Town,5,121,51,2020-10-07
NP06987,Riffa,5,55,53,2022-07-10
